GRAND_ID     LAT_c     LON_c     CATCH_SKM
1074     35.347337     -97.067708     51
1075     35.346223     -94.778828     375526
1076     35.328138     -97.354997     35
1077     35.307952     -95.357937     122253
1078     35.251912     -93.172917     390927
1079     35.231364     -92.597863     97
1080     35.223344     -97.219506     664
1081     35.164589     -98.456255     793
1082     35.142229     -92.448958     25
1083     35.131738     -98.135419     119
1084     35.102957     -93.651042     1255
1085     35.031088     -96.36841     23
1086     35.02896     -104.688235     6442
1087     35.019699     -95.803563     94
1088     35.00625     -100.898875     866
1089     34.985226     -92.768659     27
1090     34.964583     -92.40625     349
1091     34.960417     -96.703497     32
1092     34.95283     -93.16166     1773
1093     34.939583     -94.719351     2613
1094     34.922568     -102.09934     4202
1095     34.889583     -99.29375     7295
1096     34.856173     -92.489694     352
1097     34.853702     -94.253762     69
1098     34.797964     -92.847966     111
1099     34.795341     -98.362126     641
1100     34.769937     -97.201042     57
1101     34.756146     -90.122793     2585
1102     34.748265     -98.989382     337
1103     34.745663     -97.054833     77
1104     34.737284     -98.503305     241
1105     34.70802     -90.694668     21
1106     34.656319     -92.953499     24
1107     34.652038     -91.493984     357
1108     34.624221     -92.903125     43
1109     34.608174     -104.387881     11253
1110     34.602083     -97.672917     99
1111     34.585895     -97.886156     84
1112     34.574105     -93.195081     2842
1113     34.545392     -101.44059     2701
1114     34.514873     -98.885497     156
1115     34.472917     -100.372917     97
1116     34.443306     -93.028     3764
1117     34.435509     -97.026426     342
1118     34.427549     -92.895327     3996
1119     34.315301     -95.872801     453
1120     34.239978     -98.05608     1468
1121     34.216058     -93.110417     1129
1122     34.211828     -94.228715     713
1123     34.147952     -94.684146     1983
1124     34.145695     -94.09561     289
1125     34.149561     -93.716351     623
1126     34.116043     -95.082292     1608
1127     34.099584     -94.381595     440
1128     34.011291     -95.382598     4432
1129     33.987242     -98.758542     64
1130     33.973811     -99.017708     41
1131     33.938239     -99.258059     833
1132     33.92812     -91.76576     22
1133     33.880186     -97.654885     224
1134     33.85427     -95.557174     415
1135     33.822946     -96.573487     102334
1136     33.81456     -98.936371     5639
1137     33.796303     -99.835934     72
1138     33.772917     -97.216223     174
1139     33.762939     -98.360383     2343
1140     33.754876     -99.148818     5307
1141     33.724654     -95.568554     157
1142     33.70625     -91.855403     23
1143     33.701141     -93.089472     113
1144     33.694799     -93.965625     10655
1145     33.660121     -98.778238     690
1146     33.652035     -96.136568     67
1147     33.639583     -96.364583     25
1148     33.459623     -101.086035     7573
1149     33.460267     -97.860649     287
1150     33.418405     -99.365658     624
1151     33.356409     -97.052189     1782
1152     33.327054     -95.627112     1250
1153     33.306363     -94.161536     8860
1154     33.293786     -92.471875     17212
1155     33.285474     -93.402019     123
1156     33.273254     -91.222841     145
1157     33.250144     -92.041937     39
1158     33.244067     -98.120395     72
1159     33.221504     -97.832817     2846
1160     33.176339     -95.615628     212
1161     33.135439     -98.618771     448
1162     33.132381     -98.609156     564
1164     33.069896     -96.969792     4296
1165     33.060408     -101.047925     2571
1166     33.066436     -99.569999     868
1167     33.056322     -95.14111     198
1168     33.052991     -93.523282     1038
1169     33.047721     -94.834375     58
1170     33.033002     -96.469792     2000
1171     32.972572     -97.057957     1788
1172     32.968956     -94.680518     4
1173     32.939468     -96.970317     26
1174     32.91969     -94.727083     116
1175     32.882747     -93.896445     604
1176     32.869311     -98.428696     51863
1177     32.87062     -97.498242     5100
1178     32.845254     -94.555808     21
1179     32.825436     -98.962026     2852
1180     32.816257     -96.725291     262
1181     32.814655     -95.91465     2020
1182     32.811369     -95.531853     1247
1183     32.802749     -96.501952     2889
1184     32.790449     -97.417708     5345
1185     32.773196     -97.677083     275
1186     32.752105     -94.506269     2286
1187     32.73608     -92.907282     337
1188     32.730483     -96.94375     777
1189     32.729052     -96.175476     40
1190     32.717495     -97.194987     378
1191     32.709306     -92.340731     4196
1192     32.707095     -93.916361     8276
1193     32.652475     -93.660463     396
1194     32.651213     -97.455208     1105
1195     32.646542     -98.861458     194
1196     32.646742     -98.271875     1230
1197     32.642259     -96.988542     593
1198     32.613851     -99.673958     1218
1199     32.61208     -95.252759     60
1200     32.596996     -92.054464     26
1201     32.585119     -101.137062     6240
1202     32.549683     -104.378655     45858
1203     32.513774     -93.803125     667
1205     32.439868     -98.986281     67
1206     32.432043     -94.485417     11
1207     32.398735     -90.063542     7814
1208     32.375842     -97.690826     57322
1209     32.36481     -94.603493     415
1210     32.363548     -98.677903     658
1211     32.357458     -90.203125     5
1212     32.342123     -96.807717     80
1213     32.323998     -93.417708     3773
1214     32.320017     -100.919792     861
1215     32.318569     -93.152083     120
1216     32.294346     -97.760779     165
1217     32.286584     -100.854604     473
1218     32.285598     -97.427188     256
1219     32.26875     -94.54375     295
1220     32.252524     -96.647908     459
1221     32.241525     -101.105154     44
1222     32.235446     -99.890365     244
1223     32.227083     -95.960417     138
1224     32.226319     -101.374052     9
1225     32.22316     -92.493905     123
1226     32.217975     -101.628084     4996
1227     32.214874     -95.143706     174
1228     32.211886     -95.7232     57
1229     32.211713     -95.171875     122
1230     32.181646     -96.072954     2657
1231     32.058212     -95.432925     2144
1232     32.044849     -100.266146     622
1233     32.038477     -94.424401     288
1234     32.032716     -99.465844     780
1235     32.002108     -93.214964     339
1236     31.973949     -98.478125     3265
1237     31.953148     -96.698596     868
1238     31.94808     -96.102607     5071
1239     31.940807     -99.869792     178
1240     31.933031     -94.978709     479
1241     31.909552     -95.308862     100
1242     31.906225     -103.911505     55174
1243     31.90205     -100.519321     36846
1244     31.90389     -91.767064     465
1245     31.899559     -97.207292     664
1246     31.885671     -92.985073     2321
1247     31.869948     -97.370431     61236
1248     31.838857     -99.0039     4029
1249     31.834514     -99.561775     123
1250     31.810417     -96.045259     92
1251     31.753215     -93.111224     94
1252     31.610417     -92.78125     227
1253     31.590041     -94.827083     235
1254     31.57696     -97.198025     4289
1255     31.552083     -96.979275     116
1256     31.556538     -92.660114     608
1257     31.502318     -99.669008     58936
1258     31.485411     -100.482578     3854
1259     31.456916     -96.985417     39
1260     31.447889     -94.689602     6
1261     31.410356     -95.601768     130
1262     31.386193     -100.478543     9657
1263     31.367842     -100.523438     8137
1264     31.338306     -91.937306     567
1265     31.335643     -92.723958     142
1266     31.327812     -96.330328     1630
1267     31.281148     -92.614682     92
1268     31.203342     -96.46223     95
1269     31.174682     -93.566547     18647
1270     31.178244     -93.355208     298
1271     31.138818     -99.387001     1333
1272     31.129631     -92.461497     97
1273     31.110239     -97.473818     9240
1274     31.095147     -93.389797     531
1275     31.064744     -94.106215     8971
1276     31.060179     -96.286678     102
1277     31.023437     -97.532714     3422
1278     30.826433     -92.270079     48
1279     30.799546     -94.17438     19437
1280     30.757588     -98.415803     79272
1281     30.735513     -93.090482     548
1282     30.735417     -92.367656     174
1283     30.73233     -98.380208     79375
1284     30.710417     -96.45625     2
1285     30.690415     -97.337077     1645
1286     30.669258     -97.727235     643
1287     30.632678     -95.015625     43076
1288     30.611943     -96.061381     210
1289     30.609425     -91.424157     109
1290     30.574558     -97.049735     21
1291     30.56016     -98.340775     92281
1292     30.557553     -98.257643     92493
1293     30.432551     -95.541842     11
1294     30.393211     -97.905713     97023
1295     30.360417     -95.564583     1178
1296     30.314583     -96.523958     2634
1297     30.295339     -97.786268     97264
1298     30.28599     -97.598958     21
1299     30.153995     -97.291805     23
1300     29.920584     -95.132778     7231
1301     29.915637     -96.73111     15
1302     29.871728     -98.19971     3733
1303     29.778496     -94.692708     45824
1304     29.768925     -94.802278     40
1305     29.541074     -98.934221     1663
1306     29.478916     -95.658496     73
1307     29.452444     -101.052143     338333
1308     29.27879     -98.30674     170
1309     29.24141     -98.369034     27
1310     29.236939     -95.547524     108480
1311     29.057841     -95.53111     52
1312     28.890277     -96.572867     3536
1313     28.821681     -96.46621     1
1314     28.776813     -96.019645     63
1315     28.735417     -97.170278     1079
1316     28.484779     -98.245154     14212
1317     28.047561     -97.869086     42892
1318     27.532773     -99.443639     320
1319     27.509991     -100.61468     39177
1320     26.561383     -99.167708     430279
1321     26.414533     -97.935575     137
1322     26.381915     -98.175327     517
1323     26.223042     -98.914715     32504
1324     25.704428     -99.27487     8727
1325     25.426079     -100.128304     273
1326     25.269193     -103.774404     33580
1327     24.934656     -99.39928     1712
1328     24.201908     -104.657362     2416
1329     24.000825     -103.959881     1442
1330     23.960532     -104.753713     1879
1331     23.958898     -98.666409     14545
1332     22.945229     -98.79248     131
1334     22.139326     -102.436744     454
1335     22.120684     -102.863979     2564
1336     21.999296     -102.895005     2708
1337     21.839701     -104.801378     120618
1338     21.781551     -102.368784     6357
1339     21.734255     -98.153125     1898
1340     21.643907     -103.352095     747
1341     21.49925     -101.737803     1564
1342     21.359487     -101.83404     165
1343     21.351179     -101.212332     723
1344     20.868835     -101.285388     501
1345     20.848434     -100.821875     4933
1346     20.680826     -102.975545     530
1347     20.663241     -99.501469     11946
1348     20.628322     -103.846654     198
1349     20.475698     -104.78125     479
1350     20.431626     -99.372262     526
1351     20.417367     -100.076042     440
1352     20.295643     -100.737696     333
1353     20.218579     -98.002083     312
1354     20.197874     -97.985462     120
1355     20.15567     -99.360767     2024
1356     20.126136     -101.724617     485
1357     20.052083     -100.666806     8474
1358     20.033146     -104.312775     1160
1359     20.003542     -100.229306     5646
1360     19.975607     -104.367913     2160
1361     19.961037     -97.448476     1433
1362     19.913992     -104.059582     1674
1363     19.834617     -99.385903     350
1364     19.660315     -99.961928     379
1365     19.634986     -99.25291     294
1366     19.629542     -101.258591     671
1367     19.557223     -98.199151     308
1368     19.528196     -99.261363     103
1369     19.462133     -100.054649     603
1370     19.460348     -99.77713     400
1371     19.389485     -100.418314     423
1372     19.289765     -102.772815     3886
1373     19.207527     -100.179437     617
1374     18.967514     -103.396352     1325
1375     18.924611     -101.930115     637
1376     18.913602     -98.109665     4031
1377     18.703829     -100.670684     10731
1378     18.385433     -100.264567     1653
1379     18.271564     -101.892324     109869
1380     18.2519     -96.423378     3981
1381     18.075866     -100.510416     1563
1382     18.049291     -102.180208     111324
1383     18.000207     -96.266114     13524
1384     17.950523     -99.986458     51839
1385     17.723388     -97.822422     920
1386     17.44375     -93.45625     35709
1387     17.176567     -93.598787     34414
1388     16.939421     -93.100544     25304
1389     16.82463     -99.165039     893
1390     16.445031     -95.39897     9545
1391     16.400684     -92.778548     18331
1392     15.994918     -92.899183     610
1393     15.279895     -90.490841     5463
1394     53.784788     -77.451463     94257
1395     53.734787     -78.567766     96417
1396     53.729265     -75.963448     62405
1397     52.211505     -76.583851     40949
1398     50.75512     -87.99906     13679
1399     50.001332     -82.16875     34250
1400     49.917032     -86.48974     4308
1401     49.880344     -81.565625     21775
1402     49.307873     -88.309371     24626
1403     49.135751     -88.35625     24931
1404     48.797917     -87.11592     971
1405     48.748146     -80.577553     9364
1406     48.704299     -80.936905     2680
1408     48.041262     -89.996254     305
1409     47.961918     -84.505001     4390
1410     47.933477     -78.575282     13428
1411     47.76754     -78.315625     12585
1412     47.613278     -77.306734     7588
1413     47.556366     -79.239354     23502
1414     47.311112     -76.471875     2227
1415     47.270735     -84.433654     3310
1416     47.245412     -75.101727     21
1417     47.214239     -75.177325     899
1418     47.141272     -79.46523     7795
1419     47.118737     -79.502097     924
1420     46.908554     -83.212802     4031
1421     46.810337     -87.68233     243
1422     46.777116     -89.503986     8
1423     46.719215     -75.982801     15569
1424     46.686357     -89.232328     1658
1425     46.652229     -87.836629     62
1426     46.631342     -75.118672     688
1427     46.586436     -89.549424     392
1428     46.565274     -87.567708     360
1429     46.53064     -87.668674     91
1430     46.510446     -75.395009     1118
1431     46.441165     -87.821601     177
1432     46.433086     -83.385944     6842
1433     46.429775     -87.637068     12
1434     46.415998     -87.546554     2
1435     46.406209     -89.127083     518
1436     46.386014     -81.578125     6865
1437     46.378979     -78.724186     51264
1438     46.330472     -86.84899     223
1439     46.316032     -83.290647     8998
1440     46.246709     -85.850518     277
1441     46.209138     -77.756709     58856
1442     46.204647     -89.458825     124
1443     46.177287     -86.068651     12
1444     46.161523     -88.237987     1655
1445     46.128207     -89.875621     638
1446     46.101035     -75.648879     7596
1447     46.048076     -89.042612     73
1448     45.992757     -86.290167     785
1449     45.991418     -88.207351     1803
1450     45.982817     -84.925949     152
1451     45.948904     -87.985015     41
1452     45.840719     -75.647431     8891
1453     45.707147     -89.849549     986
1454     45.644144     -89.421875     2184
1455     45.625516     -84.47565     3827
1456     45.585936     -76.673299     75501
1457     45.550572     -84.393193     1459
1458     45.525711     -89.205196     54
1459     45.481156     -89.676922     3400
1460     45.472877     -76.252112     88187
1461     45.444666     -89.728125     5830
1462     45.417525     -76.345037     8482
1463     45.416157     -77.790011     2701
1464     45.405943     -76.507727     8140
1465     45.355943     -88.232155     1272
1466     45.282076     -88.194422     1462
1467     45.252985     -87.929917     304
1468     45.242076     -76.758039     7545
1469     45.194047     -76.910417     7304
1470     45.10299     -83.519998     3246
1471     45.021733     -83.79267     432
1472     45.013852     -85.756318     365
1473     44.903218     -88.575481     65
1474     44.902706     -85.401817     1
1475     44.889452     -88.619792     82
1476     44.855506     -83.596875     422
1477     44.855992     -79.538098     5791
1478     44.755592     -85.613999     769
1479     44.726912     -89.76101     962
1480     44.66875     -89.652083     12824
1481     44.660548     -84.132975     3558
1482     44.636681     -86.148921     109
1483     44.582092     -75.309926     112
1484     44.564791     -83.802154     4177
1485     44.480557     -75.794246     766137
1486     44.476435     -83.574447     4529
1487     44.465566     -83.720724     4392
1488     44.435529     -84.672917     113
1489     44.435318     -83.441378     4595
1490     44.36875     -85.81875     2505
1491     44.318315     -80.514334     195
1492     44.261933     -85.93855     3550
1493     44.185016     -88.45459     15195
1494     44.162621     -75.417041     52
1495     44.11061     -84.436035     91
1496     44.041505     -84.342599     664
1497     44.036103     -86.492487     492
1498     43.959385     -85.001042     3
1499     43.899439     -75.050668     439
1500     43.890828     -86.435417     0
1501     43.865243     -89.96057     18392
1502     43.843568     -88.964915     258
1503     43.81499     -84.376639     1288
1504     43.813764     -89.155633     1996
1505     43.786255     -89.329031     968
1506     43.735807     -80.335417     780
1507     43.678709     -84.380936     3251
1508     43.677031     -80.718796     547
1509     43.573785     -88.915625     134
1510     43.548287     -75.91875     529
1511     43.452386     -88.846875     403
1512     43.348693     -88.599024     1432
1513     43.326052     -78.238542     633
1514     43.314575     -75.105878     957
1515     43.311735     -89.723311     23997
1516     43.277318     -75.426042     384
1517     43.270696     -76.204489     3547
1518     43.260504     -81.072752     182
1519     43.240522     -86.030208     41
1520     43.145707     -79.058003     4
1521     43.144436     -79.021063     28
1522     43.122195     -83.492631     1301
1523     43.115997     -88.438215     25
1524     43.086984     -89.377833     640
1525     43.082322     -88.265692     61
1526     43.077083     -88.919695     50
1527     43.042895     -81.180468     1415
1528     42.946116     -76.734399     4211
1529     42.943247     -76.42713     190
1530     42.901407     -76.539855     510
1531     42.901548     -76.310963     112
1532     42.901566     -76.863764     1956
1533     42.826008     -75.898958     12
1534     42.788356     -83.842606     297
1535     42.775977     -77.61775     96
1536     42.656674     -77.062084     454
1537     42.614702     -88.621489     107
1538     42.588595     -88.435716     78
1539     42.562597     -85.954417     4577
1540     42.513122     -83.675339     204
1541     42.380979     -78.187035     161
1542     42.372858     -77.10445     119
1543     42.344857     -75.971765     661
1544     42.247828     -78.277083     64
1545     42.213393     -83.441089     1961
1546     42.205833     -83.557739     1906
1547     42.180743     -89.892041     58
1548     42.104542     -84.28708     54
1549     42.093969     -79.244139     481
1550     42.065029     -75.372524     1177
1551     41.896548     -77.152083     310
1552     41.894181     -77.136075     723
1553     41.838806     -79.001281     5571
1554     41.751792     -85.012662     44
1555     41.698626     -75.486017     93
1556     41.667574     -86.130551     8700
1557     41.560781     -78.593127     181
1558     41.535336     -84.912363     55
1559     41.502108     -80.460443     425
1560     41.456134     -75.186347     578
1561     41.405407     -81.186768     108
1562     41.370189     -80.086061     154
1563     41.363521     -88.37148     17978
1564     41.363508     -88.252369     29
1565     41.302243     -80.756341     238
1566     41.268196     -80.458843     1523
1567     41.266756     -88.619403     31
1568     41.26622     -76.044634     30
1569     41.237799     -84.401757     5731
1570     41.203354     -88.242282     28
1571     41.18036     -81.329489     530
1572     41.154381     -81.079025     227
1573     41.152031     -80.781292     184
1574     41.125689     -80.973958     719
1575     41.046001     -77.608153     892
1576     41.043055     -81.005308     657
1577     41.022982     -83.561344     71
1578     40.962166     -80.121124     133
1579     40.951428     -78.526042     959
1580     40.93174     -75.564661     44
1581     40.928957     -81.529474     80
1582     40.921511     -79.275885     889
1583     40.895659     -75.563035     61
1584     40.858524     -75.988646     19
1585     40.84943     -75.637744     264
1586     40.846824     -85.467105     2160
1587     40.806373     -85.675829     1457
1588     40.782325     -86.763542     4560
1589     40.742972     -84.239509     25
1590     40.728169     -79.306825     68
1591     40.727985     -75.102245     2
1592     40.714103     -85.955208     2113
1593     40.701311     -82.606719     83
1594     40.696288     -78.536458     82
1595     40.672896     -81.193735     16
1596     40.660314     -88.934202     176
1597     40.657388     -86.755208     4656
1598     40.647158     -89.051042     102
1599     40.626387     -80.515625     6
1600     40.624274     -82.324353     504
1601     40.598044     -79.097979     199
1602     40.589192     -79.051809     131
1603     40.577218     -80.347925     40
1604     40.55442     -89.71721     39432
1605     40.53125     -84.572568     233
1606     40.523591     -81.277152     184
1607     40.512672     -79.553857     112
1608     40.478568     -83.896997     297
1609     40.472917     -81.192405     69
1610     40.469862     -75.186908     178
1611     40.463779     -76.743248     61
1612     40.456143     -89.972943     43
1613     40.434494     -78.007947     2476
1614     40.421689     -82.345327     41
1615     40.382474     -76.034375     485
1616     40.361027     -83.06862     1058
1617     40.356622     -81.225946     188
1618     40.342319     -75.480303     246
1619     40.270656     -81.279319     180
1620     40.191827     -81.218352     316
1621     40.18728     -82.966207     296
1622     40.18045     -78.944792     241
1623     40.156537     -83.126311     2700
1624     40.146243     -85.292053     90
1625     40.140942     -88.880147     788
1626     40.111362     -82.878519     510
1627     40.106278     -81.555878     418
1628     40.078656     -86.041359     576
1629     40.031508     -78.872612     19
1630     40.022009     -85.32575     52
1631     39.99397     -82.081891     1921
1632     39.963193     -80.404584     0
1633     39.952399     -75.394975     54
1634     39.951705     -83.746098     242
1635     39.927077     -82.481244     51
1636     39.924326     -81.433961     314
1637     39.907497     -85.984027     673
1638     39.827535     -80.791412     2
1639     39.824071     -88.954979     2365
1640     39.823628     -86.302474     405
1641     39.818781     -76.297887     30
1642     39.806101     -76.885481     60
1643     39.796654     -79.368247     1101
1644     39.759588     -89.597423     696
1645     39.720158     -87.067708     577
1646     39.718069     -79.855467     3602
1647     39.646801     -89.468777     116
1648     39.622537     -76.711105     204
1649     39.620314     -83.219675     669
1650     39.539648     -82.056248     87
1651     39.518602     -89.259503     345
1652     39.510776     -79.389341     153
1653     39.508121     -79.133083     290
1654     39.486722     -86.914583     788
1655     39.485819     -84.059259     625
1656     39.44049     -84.996875     980
1657     39.431637     -79.124165     667
1658     39.431961     -76.542814     783
1659     39.410509     -88.777006     2764
1660     39.410531     -87.798003     65
1661     39.407765     -89.909835     55
1662     39.403305     -75.052993     518
1663     39.387982     -83.92361     144
1664     39.377897     -76.891004     420
1665     39.361522     -81.321152     69448
1666     39.335353     -88.481004     161
1667     39.312771     -80.032311     3016
1668     39.291463     -86.123067     6
1669     39.271623     -86.416189     183
1670     39.246276     -83.353765     1492
1671     39.205886     -79.260451     72
1672     39.19374     -77.007143     204
1673     39.186514     -89.600885     295
1674     39.187113     -89.477227     189
1675     39.18505     -83.440859     297
1676     39.183082     -77.299656     55
1677     39.148778     -86.036919     7
1678     39.126872     -88.618823     41
1679     39.119224     -76.876639     341
1680     39.074314     -82.243215     0
1681     39.044707     -87.52579     92
1682     39.03605     -89.389336     53
1683     39.021119     -84.146664     861
1684     39.007857     -86.50046     1117
1685     39.001492     -80.476042     262
1686     38.987732     -80.378605     87
1687     38.963885     -82.145306     4
1688     38.927287     -89.398958     92
1689     38.886339     -88.303125     159
1690     38.885272     -86.868741     40
1691     38.840775     -80.617632     421
1692     38.789107     -85.709958     30
1693     38.764549     -77.623896     186
1694     38.763116     -88.080251     47
1695     38.7229     -86.920483     34
1696     38.71233     -88.749369     55
1697     38.694985     -77.277785     1527
1698     38.681289     -83.468713     1
1699     38.661883     -80.690625     1393
1700     38.648439     -85.138234     18040
1701     38.537233     -87.057307     38
1702     38.524479     -77.462091     26
1703     38.433971     -86.706038     434
1704     38.358654     -87.775345     31
1705     38.350162     -77.753911     22
1706     38.301903     -82.413806     205
1707     38.251318     -82.984298     510
1708     38.247568     -77.602088     57
1709     38.224185     -80.890208     2061
1710     38.216235     -89.877557     108
1711     38.198959     -79.807292     207
1712     38.142806     -82.386678     338
1713     38.125451     -82.696959     526
1714     38.114969     -83.530932     2116
1715     38.102083     -78.47212     666
1716     38.037374     -88.968937     1267
1717     38.018816     -77.711209     888
1718     38.002023     -85.302083     921
1719     37.996937     -86.114583     102
1720     37.986049     -89.947917     14993
1721     37.948184     -79.961544     917
1722     37.91297     -78.299749     23
1723     37.840562     -82.871875     272
1724     37.784284     -84.703916     1132
1725     37.77845     -89.453125     153
1726     37.734423     -82.725985     528
1727     37.719633     -89.150465     526
1728     37.657364     -89.283708     62
1729     37.646179     -89.136989     43
1730     37.639766     -89.103309     52
1731     37.621959     -88.940137     88
1732     37.61843     -86.500231     1165
1733     37.600451     -81.8213     1386
1734     37.431178     -76.902081     86
1735     37.42702     -82.405835     1020
1736     37.41899     -77.648061     170
1737     37.370207     -79.957783     44
1738     37.352308     -76.839504     12
1739     37.338027     -83.469937     1063
1740     37.278458     -86.246529     1809
1741     37.247917     -85.339277     1765
1742     37.231204     -82.347917     573
1743     37.229911     -80.175809     7
1744     37.22716     -83.031211     155
1745     37.222863     -77.527165     3465
1746     37.213029     -84.197759     63
1747     37.168871     -88.427161     372122
1748     37.089571     -79.403388     3847
1749     37.08036     -87.032855     73
1750     37.073821     -80.586611     6106
1751     37.042396     -79.536533     2655
1752     37.018747     -88.218748     45566
1753     37.010296     -88.268652     104052
1754     36.959995     -84.267474     708
1755     36.893486     -86.122475     2414
1756     36.867817     -85.14375     14910
1758     36.782001     -80.028689     574
1759     36.684612     -83.691103     12
1760     36.597748     -76.448713     206
1761     36.59626     -78.294784     20431
1762     36.538312     -85.450254     2408
1763     36.523027     -82.085291     1817
1764     36.496863     -77.81194     21809
1765     36.438918     -82.434375     4772
1766     36.353944     -89.405017     522
1767     36.3216     -82.121993     1232
1768     36.29189     -86.658869     30199
1769     36.284521     -79.661917     133
1770     36.227217     -84.09268     7570
1771     36.188961     -79.732884     275
1772     36.17875     -79.413255     160
1773     36.172392     -79.840152     186
1774     36.164256     -83.497532     8862
1775     36.155261     -86.617997     2348
1776     36.132374     -81.228204     950
1777     36.096527     -85.82558     5636
1778     36.038717     -79.505208     366
1779     36.012116     -79.987081     85
1780     35.995736     -79.945571     166
1781     35.96336     -83.534322     11739
1782     35.945046     -78.582442     1983
1783     35.882789     -84.296716     8695
1784     35.877422     -80.189892     181
1785     35.864265     -85.063542     11
1786     35.821759     -81.194332     3436
1787     35.801042     -85.621457     2293
1788     35.789583     -84.239583     24695
1789     35.772803     -81.439986     2871
1790     35.757868     -81.090611     3803
1791     35.744272     -81.840625     1024
1792     35.699549     -87.116875     3
1793     35.693466     -83.047917     1004
1794     35.661986     -88.416975     56
1795     35.661618     -82.343309     60
1796     35.656806     -79.06867     4374
1797     35.623945     -84.780208     44763
1798     35.602704     -80.235565     10318
1799     35.494661     -83.978413     4768
1800     35.466245     -86.242708     480
1801     35.453399     -83.807292     4046
1802     35.44835     -83.934611     4676
1803     35.440062     -80.698412     123
1804     35.435689     -80.952083     4694
1805     35.425826     -82.185319     246
1806     35.420237     -80.09409     10779
1807     35.376048     -83.876792     438
1808     35.349144     -76.798601     3
1809     35.339583     -80.985417     4867
1810     35.297956     -86.093709     676
1811     35.277854     -81.456169     181
1812     35.241953     -83.068498     188
1813     35.239826     -79.602083     12
1814     35.207212     -80.06875     12089
1815     35.197248     -83.653125     219
1816     35.196105     -83.153466     74
1817     35.168026     -84.293303     2658
1818     35.152638     -84.176042     2542
1819     35.140323     -82.406124     70
1820     35.124708     -82.933089     23
1821     35.109028     -82.020144     212
1822     35.102025     -85.226742     53783
1823     35.094393     -84.646551     1514
1824     35.069376     -88.247429     84925
1825     35.064704     -82.673908     39
1826     35.05625     -81.865792     703
1827     35.022443     -81.010741     7832
1828     35.016806     -83.79203     357
1829     35.001899     -85.618247     56567
1830     34.995604     -82.294902     146
1831     34.983522     -79.879     17764
1832     34.961163     -82.919421     385
1833     34.955905     -84.090625     561
1834     34.881121     -84.278125     574
1835     34.806299     -87.380231     76615
1836     34.799787     -82.889333     1137
1837     34.794906     -83.54071     306
1838     34.76875     -83.419678     396
1839     34.715414     -83.352742     1227
1840     34.685749     -83.339583     1242
1841     34.614583     -84.66861     977
1842     34.60297     -80.890625     9880
1843     34.54375     -87.972741     465
1844     34.541573     -80.877648     11360
1845     34.524077     -88.321875     179
1846     34.452307     -87.972917     159
1847     34.421538     -86.39202     63292
1848     34.407344     -89.792634     3961
1849     34.402747     -80.154879     384
1851     34.360491     -82.822993     5451
1852     34.336709     -80.702952     12283
1853     34.314635     -81.326986     45
1854     34.290859     -84.590425     24
1855     34.27409     -87.692356     269
1856     34.260518     -88.426571     575
1857     34.261911     -81.331876     12289
1858     34.257845     -82.611458     510
1859     34.193191     -86.805208     76
1860     34.173958     -85.753125     13661
1861     34.173577     -81.910108     3030
1862     34.164969     -84.726313     2901
1863     34.16084     -84.072357     2677
1864     34.151653     -89.90447     1571
1865     34.065793     -88.422511     2898
1866     34.051852     -81.219554     6274
1867     33.94409     -87.10631     2443
1868     33.832243     -88.519826     5697
1869     33.814591     -89.76874     3435
1870     33.785434     -86.056267     17191
1871     33.732264     -83.934375     120
1872     33.662099     -82.196875     15903
1873     33.649576     -83.802824     68
1874     33.604037     -87.058763     1
1875     33.572007     -86.987236     190
1876     33.519852     -88.488172     11599
1877     33.514875     -84.28125     31
1878     33.459038     -86.667015     116
1879     33.452083     -80.16573     38210
1880     33.424661     -86.33435     20144
1881     33.424707     -85.033178     63
1882     33.424348     -84.577083     33
1883     33.352754     -83.157149     4733
1884     33.330784     -84.206404     81
1885     33.319256     -84.422917     20
1886     33.320084     -83.845533     3649
1887     33.290933     -87.482773     64
1888     33.265987     -87.507011     1082
1889     33.260829     -85.610417     3750
1890     33.240867     -79.999023     387
1891     33.236584     -81.51875     95
1892     33.183051     -84.019068     539
1893     33.161577     -81.632592     27
1894     33.141394     -83.202083     7567
1895     32.965262     -86.518663     23518
1896     32.924552     -85.192847     8903
1897     32.902294     -83.656299     17
1898     32.820643     -83.769377     471
1899     32.807471     -86.444792     25349
1900     32.682016     -85.910417     7731
1901     32.665236     -85.089661     10979
1902     32.620036     -86.256528     26190
1903     32.611122     -85.078125     11689
1904     32.58559     -86.285435     38
1905     32.536051     -85.885681     8578
1906     32.515961     -85.001975     11981
1907     32.500656     -88.513066     61
1908     32.474874     -88.792326     403
1909     31.853135     -83.942959     9597
1910     31.627517     -85.064945     19407
1911     31.406467     -86.478011     1700
1912     31.385648     -85.719012     219
1913     31.182764     -89.567708     27
1914     30.874179     -89.124606     27
1915     30.714731     -88.33551     258
1916     30.708037     -84.866115     44603
1917     30.390823     -84.64701     4430
1918     30.127266     -85.177319     3246
1919     29.50779     -81.806955     7315
1920     29.01     -82.614021     4600
1921     28.880543     -81.347875     13
1922     28.868275     -81.780208     80
1923     28.857     -82.286082     27
1924     28.776316     -82.266049     216
1925     28.381301     -81.20278     66
1926     28.339343     -80.935821     133
1927     28.270616     -81.304379     406
1928     28.260202     -81.16875     54
1929     28.190176     -81.216026     63
1930     28.141373     -81.351042     1047
