GRAND_ID     LAT_c     LON_c     CATCH_SKM
3195     51.738484     10.892972     116
3196     51.663816     0.51028     14
3197     51.656004     14.393698     2207
3198     51.655924     12.357819     71
3199     51.647229     10.507557     56
3200     51.488078     8.057463     419
3201     51.442181     11.008941     686
3202     51.383538     9.063669     169
3203     51.376377     8.726872     103
3204     51.34823     7.96875     53
3205     51.334222     3.760417     62
3206     51.334551     8.271943     57
3207     51.28355     14.7536     180
3208     51.217603     14.468683     320
3209     51.207083     0.135416     12
3210     51.197271     7.303125     204
3211     51.192101     7.684375     25
3212     51.185326     9.056157     1422
3213     51.152582     10.983884     2045
3214     51.143823     7.372836     26
3216     51.11277     7.891053     310
3217     51.098501     0.007292     28
3218     51.076539     0.397746     23
3219     51.067678     7.186921     63
3220     51.0369     7.632605     42
3221     51.03429     13.010306     1712
3222     50.936718     7.667671     46
3223     50.925635     13.654715     105
3224     50.916938     8.141324     13
3225     50.905423     13.536497     91
3226     50.831231     13.593768     60
3227     50.806339     7.286495     73
3228     50.76542     10.721457     35
3229     50.75475     6.341009     43
3230     50.732435     13.220532     62
3231     50.70701     11.988542     162
3232     50.685069     13.585417     37
3233     50.668498     11.976152     138
3234     50.638391     6.439485     657
3235     50.617465     6.091207     70
3236     50.614055     11.494529     1646
3237     50.600972     6.419703     369
3238     50.588221     5.976042     34
3239     50.550314     12.182145     159
3240     50.544672     10.881317     32
3241     50.530416     12.596845     190
3242     50.521616     11.714489     1230
3243     50.495425     6.421344     49
3244     50.488349     13.13399     44
3245     50.434279     6.211252     70
3246     50.428296     12.099261     380
3247     50.396675     12.057292     52
3248     50.361966     13.416773     3572
3249     50.327549     11.489267     38
3250     50.213475     4.397568     80
3251     50.185399     4.385401     9
3252     50.186524     12.49124     70
3253     50.175398     12.878646     92
3254     50.118244     4.111905     176
3255     50.089394     13.127083     211
3256     50.08375     12.475874     413
3257     50.079329     12.347917     672
3258     49.936747     14.372645     17683
3259     49.911871     5.921385     426
3260     49.824292     14.430208     12875
3261     49.792852     13.171818     1614
3262     49.633837     14.246187     12125
3263     49.604924     14.181143     12025
3264     49.355211     12.447546     483
3265     49.259454     13.146875     78
3266     49.215719     11.178509     35
3267     49.18011     14.448196     3483
3268     49.127014     10.73529     630
3269     49.127015     10.962856     58
3270     49.014005     13.336458     30
3271     48.917458     5.758424     40
3272     48.848107     14.489583     482
3273     48.634395     14.234879     938
3274     48.601086     4.711159     90
3275     48.457077     6.922125     8
3276     48.420063     12.897004     565
3277     48.354708     4.502087     41
3278     48.347234     4.456275     56
3279     48.252157     4.30625     46
3280     48.219465     11.796599     190
3281     47.948346     6.955072     22
3282     47.915207     5.357431     51
3283     47.916841     13.800281     1396
3284     47.867643     5.373892     34
3285     47.802462     8.185775     44
3286     47.682787     6.726042     4
3287     47.653187     10.742707     1577
3288     47.633119     10.362107     34
3289     47.619881     10.45891     81
3290     47.584637     11.551042     1133
3291     47.531076     13.498868     33
3292     47.38452     3.907475     396
3293     47.301657     3.917773     101
3294     47.236282     12.08628     43
3295     47.196976     11.023958     5
3296     47.196255     4.058023     47
3297     47.19619     12.719508     42
3298     47.167005     12.719691     19
3299     47.162918     3.874618     220
3300     47.156158     12.643827     21
3301     47.151707     8.781262     153
3302     47.121504     12.061873     31
3303     47.105251     8.90625     38
3304     47.100367     6.745475     853
3305     47.082072     13.334375     44
3306     47.037748     11.704622     58
3307     47.034278     9.005012     82
3308     46.967514     7.284375     3204
3309     46.955614     10.739955     104
3310     46.882771     7.191852     1384
3311     46.843692     9.011146     17
3313     46.717019     7.112753     952
3314     46.644661     8.496052     45
3315     46.637801     8.762836     22
3316     46.634013     8.713255     25
3317     46.630194     14.700774     10622
3318     46.622075     10.190625     210
3319     46.611912     8.324163     17
3320     46.588156     8.324282     109
3321     46.58535     8.798877     25
3322     46.577672     9.11736     61
3323     46.57187     8.332292     100
3324     46.569321     9.379517     192
3325     46.563597     8.96512     37
3326     46.563492     8.546716     7
3327     46.562641     14.471454     7762
3328     46.558221     8.59564     6
3329     46.54692     14.297082     7506
3330     46.546548     8.271875     19
3331     46.538899     10.988927     177
3332     46.53635     8.678205     27
3333     46.532511     14.167524     7403
3335     46.508434     9.632661     88
3336     46.48029     9.452844     47
3337     46.480168     8.57161     2
3338     46.477083     9.347917     23
3339     46.461125     11.865381     7
3340     46.459651     8.369886     7
3341     46.457214     8.659257     31
3342     46.454602     8.506665     3
3343     46.451953     1.614409     2425
3344     46.437334     8.432466     12
3345     46.427011     10.702126     8
3346     46.42569     7.0451     31
3347     46.425148     8.40027     36
3348     46.425947     8.438298     2
3349     46.424759     12.388615     805
3350     46.421587     8.347431     14
3351     46.398224     5.665855     1075
3352     46.380709     8.360417     11
3353     46.361402     9.314947     8
3354     46.348851     7.434477     13
3355     46.349319     11.060863     1039
3356     46.336174     8.284375     27
3357     46.334882     9.647917     19
3358     46.334163     10.609375     36
3359     46.316159     9.944641     35
3360     46.304843     11.703338     71
3361     46.294845     5.593949     1785
3362     46.294342     8.303212     11
3363     46.260774     12.698069     37
3364     46.238473     2.53125     1555
3365     46.210415     5.466327     2435
3366     46.195665     8.849256     228
3367     46.161648     12.080347     107
3368     46.135131     7.569566     26
3369     46.112361     5.422737     2506
3370     46.100342     10.135285     28
3371     46.079618     7.402098     46
3372     46.069125     6.930304     29
3373     46.053323     5.813657     10878
3374     46.053996     10.51769     51
3375     46.051389     1.268435     80
3376     46.046691     7.959375     34
3377     46.04635     10.432292     14
3378     45.997117     10.52177     102
3379     45.996789     7.348808     110
3380     45.98455     4.044792     6551
3381     45.973251     2.796982     1295
3382     45.93125     7.665625     3
3383     45.928218     1.457652     966
3384     45.925248     7.200142     38
3385     45.898427     7.494972     76
3386     45.88049     7.593742     12
3387     45.856384     1.953612     46
3388     45.825324     0.6832     43
3389     45.817638     0.644884     50
3390     45.813451     1.853405     73
3391     45.766037     11.136907     13
3392     45.762936     6.645545     4
3393     45.71097     6.649128     21
3394     45.684158     6.622928     41
3396     45.617757     7.058751     90
3397     45.58627     1.883039     192
3398     45.493167     6.93164     173
3399     45.48592     7.36875     16
3400     45.483898     7.007509     11
3401     45.463205     4.253125     3749
3402     45.460305     7.131142     9
3403     45.429374     7.242363     86
3404     45.413716     2.49674     997
3405     45.393983     2.364422     2527
3406     45.377952     2.297048     124
3407     45.360183     14.718207     39
3408     45.330805     13.923958     78
3409     45.248774     1.998424     141
3410     45.245118     2.22722     3256
3411     45.227754     6.947906     48
3412     45.20569     6.119687     43
3413     45.179823     6.58125     22
3414     45.15307     2.010702     4084
3415     45.150125     4.210531     347
3416     45.130974     6.043875     162
3417     45.079631     2.195646     466
3418     45.065469     1.99916     780
3419     45.043988     6.139583     251
3420     45.005144     5.690696     2036
3421     44.960165     5.69088     2013
3422     44.942575     2.221875     695
3423     44.921137     3.074836     1782
3424     44.892392     3.00381     1834
3425     44.87566     5.806809     1109
3426     44.831768     2.74038     2382
3427     44.817345     5.911998     984
3428     44.746591     3.822837     52
3429     44.698055     2.586273     2753
3430     44.661949     2.66875     103
3431     44.538322     9.205442     25
3432     44.509561     2.870597     1647
3433     44.473472     6.277083     3564
3434     44.449722     3.93068     120
3435     44.287269     2.728081     184
3436     44.209972     2.714583     161
3437     44.177452     5.952419     6302
3438     44.091522     2.701383     44
3439     44.086703     6.014295     6750
3440     44.06837     2.813542     2593
3441     44.031608     2.315823     85
3442     43.976059     11.279782     152
3443     43.88125     6.535417     628
3444     43.871452     11.837906     34
3445     43.849559     6.545506     665
3446     43.805946     2.346875     199
3447     43.778616     2.261787     35
3448     43.766204     3.091998     127
3449     43.750188     5.928199     1780
3450     43.737135     6.141259     1563
3451     43.698949     6.053781     1648
3452     43.655079     3.401126     79
3453     43.636211     2.756704     142
3454     43.599264     6.82978     137
3455     43.593613     2.597917     355
3456     43.589656     12.052907     275
3457     43.540778     5.536948     39
3458     43.53971     2.490978     124
3459     43.405806     2.096716     32
3460     43.388541     0.636458     48
3461     43.380686     13.160417     89
3462     43.335412     0.67708     42
3463     43.056453     13.180012     75
3464     42.992431     1.959397     15
3465     42.743582     2.589802     401
3466     42.702109     12.232386     5697
3467     42.701069     1.53023     16
3468     42.675989     1.702272     36
3469     42.67555     1.450445     36
3470     42.659255     1.917844     9
3471     42.657374     2.542496     908
3472     42.646662     2.126298     137
3473     42.63125     2.910417     4
3474     42.581613     1.896785     16
3475     42.574359     2.109092     27
3476     42.56148     2.000685     29
3477     42.515384     13.367572     45
3478     42.343865     2.831377     194
3479     42.327908     0.743753     722
3480     42.329276     9.021315     129
3481     42.31492     0.210137     1837
3482     42.298545     9.483516     60
3483     42.277661     13.027083     746
3484     42.231108     12.944126     465
3485     42.181481     0.915419     2048
3486     42.152903     0.236023     2140
3487     42.127742     0.315625     1516
3488     42.123684     1.880725     509
3489     42.093695     1.295131     2708
3490     42.056884     0.887933     2505
3491     42.014198     14.356312     823
3492     41.981773     0.614583     1619
3493     41.979508     2.525444     1772
3494     41.969997     2.411454     1520
3495     41.965096     1.605297     306
3496     41.964173     8.965974     127
3497     41.940745     1.192526     3318
3498     41.909387     0.884203     2806
3499     41.88476     0.585493     1753
3500     41.85649     0.836575     7196
3501     41.830538     14.855973     1041
3502     41.618254     14.972221     1009
3503     41.369354     0.271784     57097
3504     41.251801     0.914505     63
3505     41.2447     0.430615     81863
3506     41.233451     0.540625     82084
3507     41.137217     0.000485     3642
3508     41.01424     9.275189     281
3509     40.885004     8.89785     2364
3510     40.817877     0.135449     60
3511     40.78806     9.02259     1884
3512     40.635417     9.60625     608
3513     40.610987     8.456294     61
3514     40.588475     9.151042     156
3515     40.554498     8.665625     52
3516     40.478864     8.56321     144
3517     40.142011     9.328993     25
3518     40.131875     9.189633     238
3519     40.131133     9.132404     341
3520     40.12952     9.28769     29
3521     40.014438     8.860417     2103
3522     39.951373     9.429076     57
3523     39.751365     9.090349     93
3524     39.664746     9.314622     759
3525     39.606456     9.254823     177
3526     39.093518     8.590974     436
3527     37.999007     13.082403     162
3528     37.955298     13.648958     507
3529     37.92222     13.371813     35
3530     37.885672     12.717911     41
3531     37.831102     14.575828     51
3532     37.789575     13.098033     359
3533     37.693958     12.752083     192
3534     37.671547     14.609313     577
3535     37.668355     13.553407     41
3536     37.627841     13.065143     133
3537     37.607455     14.346875     69
3538     37.581548     14.206227     92
3539     37.319324     14.96753     187
3540     37.191136     14.28709     228
3541     37.17955     9.475369     369
3542     37.167722     9.755616     2212
3543     37.058462     9.545999     51
3544     37.045283     9.863779     27
3545     37.022558     8.939581     909
3546     36.988771     9.609375     418
3547     36.970353     14.77272     91
3548     36.826729     10.988542     25
3549     36.774619     10.028436     6
3550     36.764583     9.002083     98
3551     36.749159     8.742571     106
3552     36.740305     10.921461     207
3553     36.733873     8.532809     174
3554     36.719814     10.628439     69
3555     36.70114     10.772729     67
3556     36.670951     8.787968     385
3557     36.651373     3.419799     59
3558     36.611093     8.044296     566
3559     36.601388     3.346875     133
3560     36.59139     9.396811     18056
3562     36.582526     5.575704     135
3563     36.533574     2.304699     158
3565     36.509472     10.009148     1571
3566     36.472177     5.272917     496
3567     36.463189     7.235045     1055
3568     36.365865     2.560417     160
3569     36.338509     6.844092     19
3570     36.313211     8.703125     10321
3571     36.263324     7.859864     196
3572     36.260015     3.713542     190
3573     36.250357     9.792451     271
3574     36.242999     3.071649     75
3575     36.233526     6.279497     1119
3576     36.192385     2.099316     138
3577     36.171641     5.150723     2060
3578     36.162697     2.562293     22854
3579     36.155485     9.352593     1040
3580     36.152089     10.214625     164
3581     36.061521     9.872114     841
3582     36.043279     1.611403     791
3583     36.00889     0.973666     82
3584     35.997415     9.477213     134
3585     35.975135     1.312181     923
3586     35.959675     0.964583     2416
3587     35.831424     4.568706     1464
3588     35.746919     2.776042     20431
3589     35.57179     0.586458     6119
3590     35.568698     9.747861     1177
3591     35.564811     1.935414     958
3592     35.521177     0.047035     8295
3593     35.425899     1.562846     434
3594     35.389743     9.692267     8590
3595     35.344664     1.038542     1294
3598     34.85386     5.923963     1298
3599     32.406643     14.339294     2299
3600     32.294406     13.248867     566
3601     32.242065     13.135409     641
3602     14.843271     0.031374     1043
3603     13.967309     0.302158     388
3604     13.510343     5.88247     30695
3605     13.07171     7.240625     3546
3606     12.510197     6.185522     4760
3607     12.452098     8.318735     980
3608     12.364583     7.465834     2517
3609     12.323002     1.662775     1358
3610     12.301859     8.525674     705
3611     12.18235     8.154429     656
3612     12.160158     6.643067     47
3613     12.135417     8.689583     564
3614     12.127947     1.762825     2461
3615     12.068046     0.371028     124
3616     11.958042     8.130853     110
3617     11.953539     8.047917     122
3618     11.932455     7.827969     46
3619     11.924904     7.891291     63
3620     11.819172     8.030446     84
3621     11.722874     8.027022     3844
3622     11.610135     8.851925     236
3623     11.584643     8.378125     207
3624     11.502083     8.448314     131
3625     11.46317     8.405208     6570
3626     11.275616     8.427083     88
3627     11.134573     7.761251     3189
3628     11.085992     0.700693     5927
3629     10.640913     7.598958     366
3630     10.637805     12.091464     157
3631     10.59429     0.682376     2
3632     10.477012     4.118497     665
3633     10.444966     4.200868     878
3634     10.422506     9.875763     183
3635     10.407474     5.347995     147
3636     10.346178     10.013769     133
3637     10.322925     11.479613     32295
3638     9.971462     6.836488     34798
3639     9.921952     11.602083     291
3640     9.866081     4.612749     1571130
3641     9.765164     8.971592     82
3642     9.685444     12.014555     52133
3643     9.568764     6.660407     168
3644     9.44301     8.972744     32
3645     9.310519     9.410417     16
3646     9.220693     7.237288     141
3647     9.140187     4.788254     1610750
3648     9.118895     9.783939     11
3649     9.068916     7.418799     57
3650     9.058993     13.689926     30922
3651     8.89419     9.531289     271
3652     8.686406     3.374597     50
3653     8.439235     4.552372     916
3654     8.350175     8.299811     256
3655     8.201783     5.639222     1602
3656     8.177069     3.739875     4720
3657     8.16971     4.196685     347
3658     8.083071     2.370542     22
3659     7.989024     5.19375     465
3660     7.895189     4.534781     1219
3661     7.882047     3.892708     461
3662     7.431467     1.435166     15702
3663     7.364832     4.134375     7730
3664     7.26127     3.255625     9166
3665     6.614234     9.171216     24
3666     6.307317     12.807604     20401
3667     6.302627     0.060347     404375
3668     6.145672     0.969853     344
3669     6.122917     0.122916     405019
3670     6.04121     11.299545     2356
3671     5.774264     0.059038     499
3672     5.702137     10.501793     2209
3673     3.83139     10.135404     132086
3674     0.624008     10.40787     1153
3675     -8.534105     13.707799     8800
3676     -8.963743     13.790871     7474
3677     -9.751837     14.485417     117313
3678     -13.204798     14.3819     1402
3679     -17.388363     14.215513     85291
3680     -17.56029     14.7141     946
3681     -21.901581     14.544254     11448
3682     70.384625     26.939583     57
3683     69.704343     23.81631     7655
3684     69.3668     29.707292     16124
3685     69.345935     21.067146     122
3686     69.229271     20.596839     61
3687     68.433557     19.850636     1173
3688     68.112253     26.688237     919
3689     68.066775     17.774609     156
3690     67.823355     27.735396     4862
3691     67.653351     16.48125     46
3692     67.523904     18.169458     5936
3693     67.504076     18.462997     1233
3694     67.334607     15.831851     76
3695     66.978115     18.568644     2005
3696     66.958163     19.806813     10040
3697     66.88638     19.826193     10154
3698     66.808192     19.89235     10371
3699     66.739589     19.197651     5345
3700     66.690065     20.339583     11316
3701     66.66061     19.401701     6271
3702     66.643418     19.822072     9216
3703     66.499205     20.35625     9720
3704     66.445687     20.650228     11793
3705     66.437323     16.804605     1462
3706     66.423236     27.344334     29317
3707     66.419917     25.540263     49708
3708     66.415964     17.307292     944
3709     66.286028     25.355208     50230
3710     66.242103     20.888076     22253
3711     66.161109     25.177073     51141
3712     65.936406     24.70628     52630
3713     65.796453     24.549304     53524
3715     65.511504     15.627083     3660
3716     65.470622     15.850306     4856
3717     65.43776     18.616872     6731
3718     65.318925     17.315414     1687
3719     65.190739     15.053125     1106
3720     65.111875     17.029769     7273
3721     64.870191     16.742282     1518
3723     64.539583     26.823958     20745
3724     64.336674     25.874776     1546
3725     63.886316     17.19439     10408
3726     63.837923     15.596837     6247
3727     62.825155     29.48232     611
3728     62.803626     23.053566     110
3729     62.690301     29.8982     20878
3730     62.578914     16.420542     3851
3731     62.554259     23.099519     20
3732     61.460263     23.527042     8379
3733     61.227083     28.78125     68116
3735     56.851058     24.274046     83581
3736     56.738673     24.711458     81527
3737     56.580636     25.239736     80778
3738     55.852319     24.972951     444
3739     54.872917     24.003125     44736
3740     54.49375     26.972983     4164
3741     53.332444     17.963313     3923
3742     52.660676     19.135765     170890
3743     52.487742     20.924515     68571
3744     51.85521     18.710261     9014
3745     51.472669     20.002068     4930
3746     51.098988     16.110417     381
3747     51.032412     15.290372     306
3748     51.021603     15.334921     291
3750     50.965906     15.648958     1201
3751     50.952255     16.642345     718
3752     50.905849     16.243618     82
3753     50.804456     23.034363     1373
3754     50.794819     15.19375     20
3755     50.716442     15.954429     60
3756     50.631994     21.057292     476
3757     50.464243     17.304651     2945
3758     50.46136     17.151005     2548
3759     50.414723     18.976042     200
3760     50.361033     16.062253     41
3761     50.111686     19.234346     2100
3762     49.932899     18.929931     534
3763     49.890832     17.580208     470
3764     49.875628     20.082292     761
3765     49.838244     15.652083     205
3766     49.825604     17.658979     568
3767     49.808871     20.67979     5269
3768     49.806736     19.200416     1102
3769     49.772552     18.517091     77
3770     49.758891     20.669792     4809
3771     49.746524     19.208843     1047
3772     49.730761     18.448027     44
3773     49.726131     15.09056     1166
3774     49.565625     16.310694     403
3775     49.554544     16.555328     131
3776     49.509543     18.41867     146
3777     49.430204     22.410336     1234
3778     49.420262     20.321875     1140
3779     49.395397     16.014671     219
3780     49.39355     22.451927     1172
3781     49.377899     19.556417     1143
3782     49.339552     19.043823     59
3783     49.309384     16.929441     51
3785     49.234685     16.517155     1582
3786     49.124799     16.121023     1135
3787     49.126334     18.365983     7835
3788     49.102311     16.179475     1152
3789     49.097349     19.449262     1529
3790     49.099514     19.485692     1479
3791     49.044209     22.259375     128
3792     49.002817     21.697799     840
3793     48.907725     15.81818     2223
3794     48.860926     16.722014     11870
3795     48.861337     21.088768     1909
3796     48.785472     22.047869     186
3797     48.718133     21.126395     49
3798     48.595424     27.455258     40564
3799     48.592256     15.329903     884
3800     48.592362     15.396875     936
3801     48.54501     17.826042     10119
3802     48.520113     19.66403     87
3803     48.449089     20.766035     225
3804     48.436589     19.567682     31
3805     48.193783     17.827073     10411
3806     47.999069     17.269792     131206
3807     47.935349     26.14754     1688
3808     47.897758     23.277455     375
3809     47.841332     27.226042     12168
3810     47.810417     20.079758     14
3811     47.788594     26.630072     157
3812     47.781683     26.367172     2128
3813     47.69837     26.231305     24
3814     47.497917     20.519179     65561
3815     47.451862     26.821526     100
3816     47.41592     27.289956     689
3817     47.281584     18.252149     261
3818     47.278794     29.122376     53758
3819     47.205425     27.250698     524
3820     47.188524     22.91875     326
3821     47.164108     24.877308     114
3822     47.077299     22.20796     1852
3823     47.059164     22.303883     1766
3824     46.940563     26.107292     4060
3825     46.939993     27.340213     194
3826     46.932109     26.341824     5330
3827     46.862107     27.489884     188
3828     46.789333     22.713405     154
3829     46.790535     27.788542     420
3830     46.726154     23.297774     480
3831     46.693666     26.714368     6685
3832     46.678553     15.038356     30
3833     46.667171     23.058826     325
3834     46.59269     15.151171     12775
3835     46.58779     15.272514     12920
3836     46.56642     27.840625     402
3837     46.46536     25.401042     317
3838     46.456932     26.953164     19474
3839     46.33599     27.047959     19929
3840     46.334677     26.389608     383
3841     46.323945     16.721805     15844
3842     46.307632     16.468226     15610
3843     46.186705     27.185498     20290
3844     45.904723     23.559401     683
3845     45.834684     24.860697     9448
3846     45.808573     24.749699     9865
3847     45.792636     24.594731     10161
3848     45.777186     24.51468     10532
3849     45.744076     24.390545     10713
3850     45.713864     23.925746     149
3851     45.700427     22.876238     300
3852     45.590145     22.959608     524
3853     45.586473     23.625694     184
3854     45.580673     25.765678     182
3855     45.493763     26.251716     697
3856     45.446494     23.767244     161
3857     45.426045     22.477936     209
3858     45.369583     24.63125     284
3859     45.335417     22.717708     225
3860     45.332078     25.989118     247
3861     45.248481     25.736458     336
3862     45.178927     24.369535     15242
3863     45.162261     22.732713     132
3864     45.120544     24.375315     15332
3865     45.081517     24.664153     637
3866     45.072917     24.365625     15675
3867     45.057862     23.268435     1441
3868     45.011015     24.29828     15775
3869     44.981285     24.743707     741
3870     44.932794     22.452083     467
3871     44.920101     24.250641     16910
3872     44.915121     24.823958     1155
3873     44.856672     24.247581     17305
3874     44.846617     24.901999     3118
3875     44.812784     24.996086     3212
3876     44.811938     17.635265     66
3877     44.773999     24.271875     17479
3878     44.688336     15.268192     1161
3879     44.682282     24.294792     17779
3880     44.673332     22.530866     560682
3881     44.661549     25.383726     3794
3882     44.592717     18.954568     37
3883     44.535858     24.327146     18294
3884     44.506206     17.161242     2726
3885     44.449415     24.313167     18808
3886     44.40625     24.35557     18881
3887     44.393902     26.689363     702
3888     44.367036     19.107747     16536
3889     44.333521     25.942239     4944
3890     44.32417     26.817725     1260
3891     44.307747     22.567156     562362
3892     44.297917     15.810417     430
3893     44.295351     25.835721     70
3894     44.265083     24.401728     19321
3895     44.223701     26.930945     1681
3896     44.176159     24.484257     22109
3897     44.04375     24.572777     23073
3898     43.965131     19.413542     13815
3899     43.919657     24.627083     23471
3900     43.914253     22.526268     58
3901     43.911373     20.236458     3197
3902     43.888803     20.712818     314
3903     43.8694     19.402468     45
3904     43.854533     22.513681     74
3905     43.846997     19.710702     139
3906     43.814802     24.696687     24026
3907     43.813967     22.229689     183
3908     43.798167     16.593708     409
3909     43.791155     17.571201     225
3910     43.759832     19.288206     12583
3911     43.743278     22.585417     2
3912     43.694412     17.731927     2303
3913     43.694564     22.914063     58
3914     43.660417     17.035417     293
3915     43.640045     21.707292     535
3916     43.514378     19.815024     1035
3917     43.495654     17.133446     291
3918     43.449145     17.835751     2880
3919     43.427114     25.888355     368
3920     43.417745     19.930208     789
3921     43.415887     21.193274     621
3922     43.404508     26.672809     70
3923     43.396563     23.212757     990
3924     43.368711     24.331213     68
3925     43.324286     26.596875     148
3926     43.317082     24.246526     13
3927     43.271639     18.842358     1110
3928     43.271634     22.634505     549
3929     43.152646     26.27388     228
3930     43.121533     25.172917     1495
3931     43.088477     26.797302     991
3932     43.040132     21.617716     112
3933     43.026661     27.410379     1574
3934     43.00625     24.427083     76
3935     43.000848     27.464672     164
3936     42.946165     25.762695     218
3937     42.938843     20.651042     1038
3938     42.880757     26.917708     775
3939     42.826987     21.277186     224
3940     42.814217     21.814532     233
3941     42.816817     25.267106     55
3942     42.789718     18.893671     47
3943     42.752452     18.88074     59
3944     42.74693     22.330111     57
3945     42.736308     18.497033     241
3946     42.71935     27.621668     254
3947     42.71278     27.516898     71
3948     42.697959     24.286785     152
3949     42.619609     21.220043     107
3950     42.617786     23.745054     132
3951     42.614746     25.318647     860
3952     42.592355     25.950562     2214
3953     42.544241     24.92276     97
3954     42.534464     23.14412     103
3955     42.513118     23.537994     1036
3956     42.506845     22.835417     1380
3957     42.477678     20.434315     29
3958     42.419925     24.002615     1419
3959     42.39806     24.56875     373
3960     42.255768     26.144501     261
3961     42.254306     27.591848     52
3962     42.25106     20.044928     10781
3963     42.213981     26.63194     45
3964     42.172497     23.810265     18
3965     42.150712     25.890625     340
3966     42.118585     26.856484     187
3967     42.107471     19.828053     12276
3968     42.020099     19.627487     12613
3969     42.018475     24.201815     71
3970     41.985417     25.427083     12
3971     41.974153     22.582085     1122
3972     41.934272     24.4434     1453
3973     41.929904     26.015432     44
3974     41.885873     27.435702     110
3975     41.876505     21.193642     1802
3976     41.863189     25.433973     209
3977     41.790616     26.91875     208
3978     41.790299     27.135417     496
3979     41.740189     27.28125     299
3980     41.69375     20.752083     92
3981     41.691924     19.832658     1251
3982     41.681447     19.898091     1192
3983     41.647573     24.152976     247
3984     41.630482     25.338257     1903
3985     41.619728     25.638542     3726
3986     41.586119     26.107813     5126
3987     41.556833     22.657422     200
3988     41.494315     20.507612     2836
3989     41.418285     22.564635     69
3990     41.401197     21.939567     5346
3991     41.352104     24.364539     4239
3992     41.337365     24.46199     4649
3993     41.335049     20.636407     1703
3994     41.327715     26.722898     62
3995     41.143315     21.193886     149
3996     41.113595     29.56875     214
3997     41.078069     26.588542     84
3998     41.060688     29.360645     601
3999     41.035252     26.481313     50
4000     41.02741     28.56879     604
4001     40.953145     27.005075     395
4002     40.877028     15.32271     250
4003     40.844088     16.239513     287
4004     40.672189     29.968478     254
4005     40.605222     16.538525     1637
4006     40.597982     29.200907     78
4007     40.472999     22.243036     6089
4008     40.393346     22.190848     6023
4009     40.300926     22.100461     5844
4010     40.28887     29.115696     50
4011     40.218737     29.320304     15
4012     40.176961     16.351987     781
4013     40.121774     26.525666     333
4014     39.968419     27.442568     1090
4015     39.822846     26.669369     451
4017     39.413837     29.614583     1044
4018     39.396655     16.539508     152
4019     39.268669     28.218864     1506
4020     39.263892     27.55625     439
4021     39.237139     21.745646     154
4022     39.185776     21.027651     1809
4023     39.17375     29.580208     130
4024     39.146226     22.064583     398
4025     39.093436     16.522917     32
4026     38.888651     21.498184     3681
4027     38.790603     27.107364     450
4028     38.741219     21.366085     4358
4029     38.67807     21.327036     4434
4030     38.668806     21.837009     349
4031     38.615304     28.315625     6430
4032     38.527252     22.123147     570
4033     38.166293     23.904567     116
4034     38.161181     29.206634     8928
4035     38.115605     27.066318     543
4036     37.907039     21.445029     687
4037     37.764816     21.982898     796
4038     37.572285     28.527083     3063
4039     37.397989     29.835862     162
4040     35.036327     25.698958     26
4041     10.827071     15.051745     3482
4042     -2.508993     28.877366     7457
4043     -9.793533     15.465851     110772
4044     -10.327715     25.425713     18157
4045     -10.499737     25.464758     17176
4046     -10.720609     27.266827     12733
4047     -10.753326     27.244792     12620
4048     -13.44789     15.868727     4711
4049     -14.234235     29.117373     7559
4050     -14.697063     16.014433     1571
4051     -14.69609     28.825685     4356
4052     -14.739333     15.042708     28119
4053     -15.251154     16.050901     371
4054     -15.764559     26.014517     106966
4055     -15.808944     28.421701     153294
4056     -16.522917     28.760417     679344
4057     -16.878949     29.423424     326
4058     -17.068736     29.635533     79
4059     -18.086284     29.976042     224
4060     -18.448011     29.869446     2436
4061     -18.458002     29.412961     1072
4062     -18.553403     29.975335     59
4063     -18.828632     29.621387     133
4064     -18.863948     29.849683     4362
4065     -18.951748     28.083025     590
4066     -18.971148     28.295454     429
4067     -18.989732     28.382053     363
4068     -19.009932     28.499061     258
4069     -19.03186     28.219613     885
4070     -19.049782     29.783184     1242
4071     -19.328902     29.994792     295
4072     -19.374368     29.591329     227
4073     -19.513663     29.740552     37
4074     -19.581787     29.297917     802
4075     -19.76701     29.878072     417
4076     -19.791924     29.842708     180
4077     -19.86111     28.590144     542
4078     -19.919249     28.885556     54
4079     -19.93896     27.079526     26
4080     -19.94785     28.649686     343
4081     -20.003246     28.376272     28
4082     -20.014464     29.204826     521
4083     -20.028531     28.527968     481
4084     -20.054449     28.566387     404
4085     -20.130959     29.809781     1324
4086     -20.149088     28.429892     400
4087     -20.216278     28.048879     355
4088     -20.222827     29.929857     26
4089     -20.247885     29.559734     3
4090     -20.302083     28.984308     646
4091     -20.356238     29.01039     712
4092     -20.365705     29.121178     364
4093     -20.367805     29.245254     1886
4094     -20.372383     28.515855     11
4095     -20.394511     28.972978     492
4096     -20.414787     16.486458     850
4097     -20.427378     27.834375     62
4098     -20.567717     27.890656     88
4099     -20.779438     29.36893     2994
4100     -20.863242     28.953455     518
4101     -20.910566     29.165907     34
4102     -20.959136     28.80256     769
4103     -21.017455     27.902083     824
4105     -21.054363     28.434884     755
4106     -21.149779     17.179477     6738
4107     -21.21507     24.848958     195
4108     -21.301267     29.635417     27
4110     -21.364579     27.427079     3682
4111     -21.40362     29.363206     536
4112     -21.47167     29.662111     682
4113     -21.593123     28.767708     494
4114     -21.843726     27.731227     9705
