ID  lat_MERIT lon_MERIT area_MERIT
2907046 51.742  111.942 1570.1
2907047 50.975  110.342 1300.8
2907050 50.875  108.625 2294.3
2907052 51.142  108.942 1234.6
2907060 50.925  106.658 44472.7
2907061 50.308  108.608 15634.6
2907062 49.892  110.525 1514.1
2907065 50.442  109.558 2017.3
2907070 49.892  108.058 2101.9
2907071 49.925  108.092 1143.9
2907075 50.408  106.808 1172.1
2907080 50.642  106.125 23630.2
2907081 50.408  103.858 8865.2
2907085 51.092  105.975 4268.3
2907087 50.708  102.808 1058.9
2907100 51.475  104.392 1142.6
2907220 50.442  103.775 3606.4
2907227 51.425  104.642 2987.2
2907400 52.008  107.492 440555.3
2907401 52.092  106.642 445820.1
2907402 51.108  106.675 361242.6
2907403 50.375  106.075 283103.8
2907422 51.542  106.958 1839.8
2907424 51.475  107.375 1041.2
2907428 51.075  107.275 1268.9
2907910 55.875  109.775 1052.3
2907915 55.742  109.308 2391.6
2907935 52.558  106.058 1714.5
2907940 52.058  105.425 2277.0
2908010 57.375  96.642  50736.4
2908011 56.375  98.375  31470.7
2908012 55.958  97.775  24584.1
2908013 55.525  97.842  10170.0
2908014 54.708  98.225  5916.4
2908015 54.475  97.825  1764.7
2908020 55.525  97.625  7931.3
2908025 55.558  98.675  1985.0
2908030 57.392  94.792  9445.8
2908035 57.242  94.692  1123.8
2908037 56.192  96.558  2464.8
2908039 55.775  97.275  3871.9
2908040 56.142  100.025 2282.5
2908050 57.808  94.325  125408.7
2908060 58.092  98.992  9296.0
2908061 57.642  99.542  5111.1
2908065 58.042  97.375  4055.3
2908070 58.475  96.258  1498.6
2908099 58.075  102.758 786236.9
2908100 58.175  93.358  1035949.0
2908101 58.392  97.442  866161.5
2908102 56.292  101.792 737340.3
2908103 52.558  103.975 596802.8
2908104 52.275  104.275 572184.7
2908105 52.242  104.308 572158.1
2908106 55.842  110.142 19743.4
2908109 56.208  112.342 1211.9
2908120 53.708  102.742 1476.1
2908125 54.175  100.075 2495.5
2908127 54.075  100.592 2998.4
2908128 54.625  100.325 1086.5
2908130 56.592  101.475 3777.9
2908131 56.092  101.242 2379.8
2908135 57.425  102.108 1346.1
2908140 57.775  102.558 2050.9
2908145 58.308  102.775 3381.4
2908147 58.725  102.542 2359.3
2908148 58.742  102.708 7865.7
2908150 52.292  104.242 15034.1
2908151 51.775  103.258 11638.1
2908152 51.708  102.592 6482.0
2908153 51.675  100.975 1133.5
2908157 51.708  102.842 3707.5
2908160 52.575  103.875 8407.3
2908161 52.108  102.708 3946.9
2908165 52.192  103.258 1083.8
2908170 52.458  104.275 7733.8
2908171 52.925  104.858 1722.6
2908173 52.908  105.375 989.4
2908180 52.858  103.158 16354.9
2908181 52.925  102.825 10022.6
2908182 52.775  102.425 3973.5
2908183 52.892  101.842 3178.9
2908184 52.742  102.042 1947.9
2908186 53.208  103.525 2511.7
2908187 53.408  103.825 1892.0
2908190 54.492  102.008 33122.7
2908191 53.958  102.108 26588.1
2908192 53.358  101.208 18253.2
2908194 53.692  101.342 2631.1
2908196 53.425  101.575 1756.1
2908200 54.592  100.642 14564.9
2908201 53.925  99.925  5092.3
2908210 55.925  104.092 10622.7
2908211 55.825  104.258 3632.4
2908300 53.642  98.208  4994.3
2908301 53.625  98.208  4936.0
2908302 55.075  99.258  17129.3
2908303 55.425  99.425  22685.2
2908304 56.075  99.375  31615.3
2908305 57.808  94.325  125408.7
2908310 55.058  99.492  1171.3
2908600 58.342  93.542  1539.6
2908650 58.808  97.225  9540.5
2908680 59.125  99.375  14236.2
2908700 52.492  99.625  2652.5
2909150 67.425  86.492  2446010.0
2909151 65.192  87.892  1875192.5
2909152 61.592  90.075  1766630.3
2909153 58.458  92.158  1402831.1
2909154 55.992  92.792  303622.2
2909155 55.942  92.308  292593.2
2909156 55.925  92.292  292586.9
2909157 53.658  91.558  194669.9
2909158 53.008  91.492  185702.3
2909159 52.125  92.275  171144.4
2909160 51.708  94.392  116740.3
2909161 51.892  94.442  56558.4
2909162 52.492  94.925  44837.3
2909163 52.475  96.092  15420.9
2909164 51.725  94.492  59642.9
2909165 51.475  95.558  54459.7
2909166 51.325  96.258  42080.7
2909200 52.758  97.408  5231.5
2909205 51.475  98.042  20419.1
2909210 51.358  96.258  1055.0
2909215 51.375  95.658  5992.7
2909220 51.125  93.692  1861.8
2909230 52.708  95.508  4398.8
2909238 51.892  94.458  1172.3
2909240 51.608  91.592  25364.9
2909245 51.408  90.425  1675.8
2909250 52.092  92.658  6136.6
2909251 52.575  93.442  1271.8
2909260 53.558  91.258  29287.7
2909261 52.642  90.092  14678.5
2909262 52.508  89.242  8357.2
2909268 52.625  90.192  2356.4
2909269 52.792  89.875  1930.5
2909270 52.392  89.825  4426.2
2909271 52.058  89.775  1065.5
2909281 53.808  90.258  1101.8
2909290 53.292  92.442  2519.5
2909295 53.242  92.825  1065.6
2909300 54.442  92.525  1482.1
2909313 52.292  90.825  2859.2
2909314 53.792  92.875  31686.3
2909315 53.725  92.825  9773.8
2909316 53.358  93.258  5264.6
2909318 53.325  93.225  1656.5
2909320 53.792  93.508  11897.5
2909321 53.692  94.158  9151.9
2909323 53.908  93.142  9073.0
2909330 54.958  92.125  2776.7
2909335 55.892  92.492  9308.9
2909345 55.275  92.675  1462.8
2909355 56.025  92.875  1262.2
2909359 56.108  93.292  1471.7
2909360 56.425  93.958  36652.9
2909361 56.225  95.708  22997.5
2909362 55.642  95.475  8668.2
2909363 55.042  95.125  4220.4
2909365 56.592  93.492  2276.6
2909367 56.258  95.075  1108.0
2909368 55.692  95.725  11625.9
2909369 55.242  94.875  1135.4
2909370 55.458  95.858  3559.8
2909375 56.125  95.425  1174.7
2909390 59.125  93.475  14653.0
2909391 58.808  92.842  19000.9
2909392 58.792  92.858  1248.3
2909395 57.825  92.175  1342.5
2909398 57.942  92.442  2789.8
2909400 62.308  92.108  222279.3
2909401 61.675  96.375  163182.3
2909402 60.742  97.525  83890.1
2909403 59.625  103.308 16632.7
2909404 61.592  91.042  235945.1
2909410 60.375  92.625  2913.5
2909415 62.175  91.408  5553.9
2909420 62.542  97.175  1513.5
2909430 61.325  100.558 25408.1
2909431 61.742  102.842 6684.7
2909520 66.008  84.308  10147.0
2909525 66.808  83.792  1479.9
2909540 62.492  86.275  15824.0
2909550 61.308  88.492  8573.5
2909560 60.342  88.325  22791.6
2909570 59.442  89.308  7201.0
2909580 69.408  88.308  19523.9
2909590 68.408  89.242  12459.1
2909595 67.992  88.892  3199.0
2909597 67.475  87.842  3510.3
2909700 58.258  108.425 8275.9
2909701 57.875  107.792 4134.3
2909702 61.292  108.025 77350.0
2909703 63.592  103.975 155962.2
2909704 64.275  100.275 171498.7
2909705 65.625  90.008  438962.7
2909710 65.658  90.108  9093.6
2909720 64.942  98.892  19309.1
2909730 62.708  101.108 14805.2
2909751 58.258  105.908 4140.7
2909752 59.308  106.358 15154.7
2910100 60.492  74.025  21889.2
2910101 60.258  73.825  18248.6
2910102 60.675  73.825  32696.3
2910105 60.508  74.475  7986.9
2910108 59.525  73.275  12797.0
2910110 61.825  74.058  13587.9
2910111 62.158  73.608  8435.0
2910112 62.458  73.058  3105.1
2910120 61.475  68.942  10905.1
2910130 61.708  70.658  12559.3
2910140 61.008  71.208  12813.8
2910150 61.642  72.125  10547.3
2910160 61.642  75.075  29610.4
2910161 61.992  76.858  11287.7
2910170 60.942  78.558  55326.7
2910175 61.758  79.142  7959.1
2910200 59.875  81.908  24569.3
2910201 60.358  84.075  10442.1
2910205 59.775  80.442  4126.7
2910210 59.358  82.825  6560.1
2910230 58.442  83.658  72987.2
2910231 58.658  86.808  39617.4
2910235 58.975  85.108  5940.4
2910237 58.758  86.058  8663.6
2910240 58.942  80.125  60855.6
2910241 59.225  78.225  31676.4
2910242 58.558  76.475  19125.5
2910243 57.792  77.275  3353.0
2910247 59.008  78.408  8371.6
2910250 58.142  80.625  17109.7
2910254 57.708  81.008  6885.9
2910257 57.842  80.142  6964.1
2910258 57.525  79.408  3281.2
2910260 57.792  82.625  24403.3
2910265 57.525  82.892  5410.3
2910266 56.858  83.075  2694.6
2910270 57.492  82.225  6605.1
2910271 56.958  82.492  2163.0
2910275 57.558  82.108  8471.4
2910276 57.308  81.525  3660.8
2910277 57.258  81.425  3070.9
2910279 57.075  81.792  2415.2
2910287 55.042  82.475  1165.7
2910290 56.558  83.592  9181.1
2910291 56.142  82.408  1372.9
2910295 55.992  82.708  1670.1
2910297 57.192  84.092  11381.3
2910300 56.492  84.942  57618.2
2910301 56.508  84.925  57621.2
2910310 57.792  85.158  129998.4
2910311 57.242  86.075  108476.6
2910312 56.842  86.625  93926.8
2910313 57.325  88.092  58021.4
2910314 56.175  89.925  33400.9
2910315 55.958  89.392  26061.7
2910316 56.058  90.325  24328.9
2910317 55.842  91.025  17155.2
2910318 55.392  91.608  14547.3
2910319 55.042  89.858  10076.8
2910320 57.858  86.275  7219.5
2910321 57.575  86.408  5201.3
2910322 57.558  85.458  2294.9
2910325 56.758  86.975  17816.8
2910326 56.192  87.775  10533.6
2910327 55.692  87.792  5617.8
2910328 55.608  88.042  3402.9
2910330 56.642  86.158  10087.5
2910331 56.175  86.408  3417.1
2910333 56.492  86.008  2010.9
2910340 57.042  88.075  10870.6
2910345 56.358  88.175  1757.3
2910350 56.125  86.458  2880.3
2910352 56.025  87.625  1191.5
2910355 55.958  88.108  1707.6
2910356 55.875  88.308  1265.0
2910360 55.742  86.825  1248.1
2910365 57.042  91.375  7861.0
2910366 56.142  91.608  1362.1
2910370 56.642  90.558  2140.5
2910371 56.392  90.942  1077.5
2910380 55.825  90.158  4596.8
2910381 55.558  89.642  1617.0
2910387 55.525  89.625  1071.9
2910390 55.758  89.208  4989.6
2910400 55.725  89.158  4962.5
2910405 54.858  89.292  3076.2
2910406 54.408  89.442  3509.0
2910407 54.858  89.242  1297.6
2910415 55.725  86.292  1023.1
2910420 50.275  85.625  5535.5
2910426 49.392  86.425  1046.5
2910429 49.708  87.408  1785.1
2910430 50.625  87.942  4176.1
2910435 51.292  87.725  16798.8
2910440 52.408  85.725  57932.4
2910441 50.508  86.592  36455.1
2910442 50.158  86.325  13431.6
2910445 50.108  88.375  8266.6
2910450 52.175  85.042  4696.5
2910455 52.275  85.425  1707.2
2910463 52.175  85.958  3320.9
2910470 52.558  85.258  36787.3
2910471 52.258  87.108  25833.4
2910472 51.892  87.092  21450.5
2910473 51.792  87.242  20102.3
2910476 52.292  87.042  4451.5
2910478 52.642  86.192  2080.6
2910485 50.742  86.158  3118.6
2910490 53.775  87.142  28950.5
2910491 53.658  88.108  5878.3
2910492 53.642  88.542  4351.6
2910493 53.425  89.125  2474.0
2910494 55.375  86.042  47210.9
2910500 53.692  88.092  3323.4
2910510 52.125  83.275  20998.1
2910511 52.075  83.192  20053.1
2910512 52.092  82.542  17685.8
2910513 51.708  82.658  14296.7
2910514 51.392  83.542  7237.9
2910515 51.025  84.308  3492.2
2910517 51.608  82.308  1082.3
2910518 51.258  82.758  1021.3
2910519 51.575  82.975  1200.4
2910520 52.342  84.825  6902.3
2910521 52.392  84.742  6953.1
2910522 51.642  84.308  2544.1
2910560 52.475  82.808  15189.8
2910561 51.125  81.775  3059.1
2910562 51.175  81.192  5550.9
2910563 51.492  81.225  5901.2
2910564 51.025  82.008  2142.9
2910567 51.875  82.075  1426.9
2910570 53.242  82.792  1661.3
2910580 55.008  83.325  17212.1
2910581 55.308  84.108  15478.8
2910582 55.242  84.392  14885.6
2910583 54.942  85.675  7874.7
2910584 54.675  86.125  5450.7
2910587 55.842  84.742  1383.3
2910592 54.958  85.425  1739.4
2910593 54.508  86.008  1207.1
2910600 59.525  79.475  738252.0
2910601 58.292  82.892  482462.6
2910602 57.708  83.542  477808.2
2910603 55.475  83.275  254978.7
2910604 54.992  82.942  247701.4
2910605 54.792  82.958  220356.8
2910606 53.825  81.342  211992.9
2910607 53.392  83.808  173264.3
2910608 52.442  84.925  97731.9
2910635 54.375  82.458  1062.3
2910640 53.575  82.842  1102.6
2910645 53.858  85.158  1665.2
2910650 54.625  83.392  6299.4
2910651 54.325  84.242  2466.7
2910660 53.808  83.575  20416.1
2910661 53.725  84.942  15694.3
2910662 53.475  85.425  10962.8
2910663 53.258  86.242  4398.0
2910669 53.475  85.908  1171.2
2910690 53.342  84.175  1380.1
2910700 53.342  87.242  7133.1
2910701 52.825  87.258  2646.7
2910715 53.208  87.308  1212.3
2910716 53.225  87.392  1099.9
2910718 53.192  87.292  1040.9
2910720 53.725  87.825  8825.2
2910721 52.825  88.442  3169.2
2910723 52.825  88.508  1223.7
2910725 54.008  87.158  1437.7
2910730 54.308  87.575  1857.9
2910731 54.375  87.642  1780.1
2910735 54.225  87.542  1021.3
2910740 54.808  87.542  1273.6
2910765 59.825  81.942  1487.7
2911095 60.975  69.075  1186060.0
2911096 59.558  69.275  1067008.8
2911097 58.192  68.225  1032917.7
2911098 57.708  71.175  604037.9
2911099 56.892  74.508  407237.4
2911100 55.025  73.208  354300.0
2911101 54.142  74.792  276521.9
2911102 53.225  75.675  270871.9
2911103 52.242  76.925  255877.2
2911104 50.858  78.358  236376.5
2911105 50.375  81.125  176668.5
2911106 50.308  81.492  171802.4
2911109 48.008  85.225  58618.7
2911150 57.675  69.192  19814.5
2911151 57.025  68.925  14253.7
2911152 56.492  68.075  3547.7
2911162 57.808  69.508  3183.6
2911165 57.125  69.225  2158.1
2911170 56.542  68.475  3905.8
2911180 57.542  68.692  2236.6
2911200 54.958  69.108  113262.3
2911201 55.308  69.458  116627.7
2911202 53.875  67.442  106957.0
2911203 53.875  67.442  106957.0
2911204 54.542  68.725  111660.4
2911205 53.075  66.775  96812.3
2911206 52.008  66.275  84459.9
2911207 51.042  66.358  74491.8
2911208 55.442  69.342  117091.4
2911209 56.092  69.475  121315.5
2911300 51.108  71.458  7699.2
2911301 51.042  71.958  5441.7
2911302 50.775  72.325  3217.2
2911303 56.825  70.625  132129.3
2911304 57.458  70.858  139247.8
2911310 57.508  71.392  2934.6
2911319 56.142  69.575  2120.1
2911320 53.492  67.425  3398.8
2911321 53.158  68.075  1328.3
2911325 52.775  66.808  5690.7
2911327 52.708  67.642  1338.6
2911330 51.825  68.375  8612.4
2911335 51.825  67.875  1225.8
2911337 52.125  68.292  2781.1
2911340 53.642  69.625  5460.2
2911341 53.092  69.008  1633.7
2911350 50.908  67.725  12001.5
2911360 51.792  69.475  16502.4
2911361 51.708  70.358  3623.1
2911365 52.108  69.625  2719.9
2911368 52.442  70.225  1574.2
2911380 57.158  73.108  4244.0
2911381 56.992  72.625  3510.8
2911390 57.158  73.692  24720.4
2911391 56.475  73.675  15245.1
2911395 57.108  73.608  1152.9
2911397 56.192  72.975  13447.6
2911400 57.625  72.908  6545.6
2911401 57.825  73.908  3035.4
2911405 57.275  74.258  3850.7
2911406 57.358  74.758  2564.1
2911410 55.875  78.392  1892.8
2911420 55.675  76.758  15925.7
2911421 56.092  77.292  8691.6
2911422 56.358  78.358  5957.4
2911423 56.375  78.708  5062.7
2911427 56.758  76.875  1529.3
2911430 55.675  77.258  2402.8
2911431 55.842  77.708  1678.3
2911435 55.942  77.125  1179.4
2911437 55.675  77.575  3117.6
2911438 56.725  78.242  1758.3
2911440 55.158  74.175  1975.5
2911445 55.942  76.692  4430.5
2911450 55.008  73.475  62563.1
2911451 55.025  74.092  60836.7
2911452 55.058  74.575  57836.9
2911453 55.408  74.925  53069.2
2911454 55.608  76.375  43156.6
2911455 55.458  78.308  15251.4
2911456 55.692  79.075  13239.6
2911457 55.858  80.042  7262.7
2911460 56.392  75.242  16845.4
2911461 56.458  76.008  14496.4
2911462 56.558  76.625  9894.2
2911463 56.625  77.508  6535.8
2911464 56.608  78.325  3016.5
2911470 57.058  74.525  6663.0
2911471 56.958  75.308  4474.0
2911472 56.908  76.142  1448.2
2911480 52.475  73.258  14696.8
2911481 51.975  72.658  12314.1
2911482 51.542  71.942  1779.5
2911485 52.008  74.908  10494.9
2911489 51.542  72.542  2243.5
2911490 50.175  76.658  5684.8
2911495 50.625  74.792  4586.9
2911500 49.208  78.375  1997.0
2911510 49.975  80.758  13355.7
2911511 49.242  81.775  2095.1
2911512 49.175  81.958  1771.9
2911517 49.725  81.442  1196.1
2911523 49.875  82.725  1665.4
2911525 49.675  83.025  1038.0
2911530 48.758  82.375  4418.0
2911537 47.808  82.308  1269.0
2911540 47.292  84.075  2542.1
2911550 50.608  81.875  8539.1
2911551 50.775  83.042  3357.2
2911552 50.592  83.625  1522.6
2911560 53.775  78.325  7465.0
2911561 54.158  80.008  4180.9
2911562 54.508  81.142  1162.4
2911565 53.625  79.542  4697.3
2911570 54.675  79.225  10172.3
2911571 54.775  79.708  9057.9
2911572 55.025  80.725  2289.0
2911575 54.442  79.425  1825.5
2911577 54.908  80.342  4393.5
2911590 52.992  80.008  12641.7
2911591 53.258  80.792  8889.6
2911592 53.008  81.275  1605.2
2911595 52.708  79.942  1067.1
2911700 60.342  68.992  68527.5
2911701 59.825  68.792  65445.1
2911702 59.608  66.608  43350.4
2911703 60.125  64.825  22710.1
2911704 60.308  64.258  13534.0
2911705 58.825  66.008  1497.0
2911710 59.392  66.508  6892.4
2911715 58.408  67.475  6779.0
2911717 58.242  67.442  2803.8
2911730 59.525  69.925  33055.2
2911731 59.525  70.392  30996.3
2911734 58.858  69.308  10257.8
2911735 58.708  69.558  9280.0
2911800 50.008  82.825  4819.6
2911801 49.992  82.908  2285.5
2911810 49.892  84.075  1189.9
2911820 49.825  84.325  11001.6
2911821 49.325  85.175  6864.0
2911822 49.375  86.475  1919.9
2911829 49.192  84.592  1681.3
2911840 48.608  83.875  5394.8
2911841 48.758  84.725  2158.9
2911845 48.008  85.175  2999.9
2912200 54.075  60.408  3538.6
2912204 54.092  61.392  7671.4
2912205 54.192  63.175  27426.3
2912210 54.008  60.125  1063.7
2912220 53.808  62.192  7151.2
2912230 52.958  62.192  10830.2
2912235 53.008  61.608  3041.5
2912240 52.325  60.992  1940.0
2912245 52.225  60.708  1603.1
2912270 56.125  66.558  3843.2
2912275 55.992  66.608  3332.7
2912300 57.825  67.392  389171.1
2912301 57.558  67.158  299461.5
2912302 56.658  66.342  208631.8
2912303 56.075  65.925  141321.8
2912304 55.808  65.608  132893.4
2912305 55.442  65.375  128234.7
2912306 54.458  64.842  110228.9
2912307 53.192  63.642  33385.5
2912308 52.958  63.192  30319.9
2912309 52.625  62.692  15855.7
2912310 52.392  61.708  13530.1
2912311 51.442  61.342  2828.0
2912400 57.158  65.542  58056.4
2912401 58.058  63.692  29021.2
2912402 58.858  60.775  5284.8
2912410 58.692  61.075  3141.6
2912415 58.375  61.592  1406.3
2912420 58.458  61.742  7891.5
2912421 58.225  60.975  3893.7
2912430 56.958  65.825  18246.4
2912431 57.025  63.658  10796.8
2912437 56.842  64.292  1488.8
2912439 57.492  65.858  1320.7
2912500 59.042  60.242  2408.5
2912505 59.075  60.675  2988.4
2912506 59.075  59.892  1817.6
2912550 63.625  61.925  64795.1
2912551 63.425  61.508  35415.8
2912552 62.842  61.608  26350.9
2912553 62.425  60.892  9786.2
2912554 62.175  60.308  1366.2
2912555 63.375  63.042  68734.0
2912556 63.175  64.392  77082.2
2912560 63.792  61.458  26795.7
2912561 64.258  60.942  18438.0
2912565 64.358  61.108  9021.8
2912567 64.275  60.825  1819.6
2912600 66.608  66.508  2490701.0
2912601 64.658  65.625  2407999.3
2912602 61.058  68.592  2225769.0
2912610 67.275  68.675  10521.4
2912611 67.658  67.525  1758.6
2912615 66.858  65.775  1208.2
2912620 64.825  63.958  9735.7
2912630 57.675  66.175  85184.7
2912631 58.042  65.325  80844.4
2912632 58.542  64.525  73948.1
2912633 58.525  64.375  1278.1
2912640 65.975  68.758  15748.5
2912641 65.575  69.108  10525.3
2912645 63.692  69.642  7404.9
2912647 63.708  67.242  7081.9
2912650 59.175  61.908  22031.4
2912651 59.358  61.008  11484.9
2912652 60.225  60.408  4358.8
2912654 62.075  64.142  4716.2
2912655 60.692  60.408  2218.6
2912656 60.142  59.975  1376.6
2912657 59.625  62.158  17228.3
2912658 60.625  60.542  6503.6
2912659 61.292  60.458  4496.9
2912663 62.142  65.475  2355.0
2912665 61.042  61.892  4734.5
2912670 56.458  65.342  54948.9
2912671 56.142  64.575  51173.1
2912672 56.075  63.625  23350.6
2912673 56.258  62.875  12453.6
2912674 56.275  62.575  12146.0
2912675 56.608  61.175  3446.4
2912676 56.708  60.792  1604.1
2912680 55.942  64.425  20987.7
2912681 55.392  63.208  14499.6
2912682 55.325  61.342  5809.5
2912683 55.075  61.258  5462.8
2912684 55.142  61.058  4817.0
2912685 55.342  60.225  1926.4
2912690 54.225  61.242  5320.5
2912691 54.575  61.208  3628.8
2912695 55.308  64.425  2257.8
2912750 56.258  62.258  5976.0
2912907 56.192  61.692  1500.6
2912909 56.175  61.775  1596.5
2912910 56.108  62.742  7789.0
2912911 55.608  61.625  3547.3
2912955 57.675  63.092  17054.1
2912957 57.725  60.742  1849.7
2912960 57.908  62.292  4286.3
2913200 49.908  64.192  25130.8
2913300 48.058  67.058  1415.5
2913550 50.092  73.342  17861.9
2914450 45.275  77.942  12834.5
2914500 43.392  79.142  7653.0
2915400 42.492  72.492  2602.3
2915500 43.392  73.875  26285.5
2916200 44.008  67.025  211700.2
2916201 45.742  62.125  333541.3
2916202 40.875  71.442  97957.4
2916203 40.208  69.258  131786.4
2916204 44.992  65.275  229363.1
2916500 42.442  68.842  13152.8
2916550 41.625  69.942  10862.5
2916590 39.992  70.575  2200.8
2916665 39.992  69.858  1731.4
2916670 40.125  71.725  1470.8
2916680 40.258  72.025  2209.5
2916690 41.142  73.175  1021.8
2916700 41.792  71.142  2241.3
2916720 40.858  73.675  1146.0
2916730 40.292  73.475  2024.0
2916750 41.858  74.342  5092.8
2916760 40.575  73.692  3960.6
2916770 41.242  72.992  1279.8
2916800 40.408  72.875  2460.7
2916810 40.392  72.592  1636.1
2916850 41.158  72.108  57603.0
2916860 41.442  73.992  32567.4
2916890 41.425  76.008  10318.3
2917100 42.325  59.725  371384.2
2917110 37.825  65.242  274273.7
2917300 39.025  66.475  5149.4
2917400 37.208  67.308  13436.7
2917450 39.508  67.775  10382.9
2917480 39.475  67.725  1102.8
2917550 38.758  68.808  1214.1
2917600 38.575  69.042  3230.8
2917610 37.592  68.142  9687.5
2917630 38.308  68.025  2500.4
2917635 38.442  67.908  2327.8
2917700 37.492  71.542  13661.6
2917710 37.442  71.608  4153.4
2917750 39.158  71.575  6270.7
2917760 38.708  70.508  5317.5
2917810 38.308  72.392  24523.6
2917820 38.308  72.475  19745.6
2917830 38.175  73.975  13522.0
2917840 38.342  72.475  4566.0
2917850 38.192  71.408  1965.6
2917900 38.342  69.308  30730.7
2917910 38.858  69.992  28819.4
2917920 39.008  70.325  19533.0
2917940 39.275  71.392  8319.7
2917950 37.192  68.608  116457.4
2919100 51.758  55.108  82481.2
2919200 50.858  51.142  188610.8
2919500 50.325  57.192  11186.8
2919600 52.708  56.642  1871.8
2943100 50.275  95.125  4255.9
2962017 19.225  98.342  1759.2
2964011 19.208  98.858  1820.0
2964035 18.825  99.642  1293.8
2964042 19.125  100.808 2226.7
2964080 17.775  100.558 13120.6
2964100 15.675  100.108 108700.2
2964120 14.592  100.458 118569.6
2964121 15.275  100.058 116419.4
2964122 15.675  100.108 108700.2
2964123 14.592  100.458 118569.6
2964124 14.875  100.408 118510.5
2964125 14.875  100.408 118510.5
2964127 15.008  100.325 118112.8
2964128 14.425  100.475 118619.6
2964130 15.175  100.192 118080.9
2964140 15.092  100.708 1288.5
2964150 15.442  100.058 4306.9
2964998 13.575  99.825  27221.9
2964999 14.392  99.142  11024.5
2965700 7.775 99.542  1748.8
2966060 14.742  98.642  3895.7
2966400 13.992  101.725 5281.6
2966800 8.558 99.275  3522.4
2969009 20.025  99.342  1854.0
2969010 20.275  100.092 190442.3
2969011 20.058  99.375  3382.5
2969012 20.242  100.142 202163.7
2969013 19.925  99.842  6084.3
2969014 19.942  99.742  5909.2
2969015 20.042  99.392  5314.6
2969029 19.858  99.842  3150.8
2969030 19.692  100.192 5579.9
2969069 17.708  101.408 4054.6
2969076 16.875  102.175 1335.2
2969077 17.475  102.842 1596.1
2969078 17.825  102.458 2364.9
2969079 17.175  102.442 1302.7
2969080 16.492  102.125 1583.7
2969081 16.125  101.658 1349.3
2969082 16.108  102.575 10909.5
2969083 16.342  102.975 28904.5
2969086 16.342  103.592 7047.3
2969087 15.308  103.292 28160.5
2969090 17.875  102.725 304773.1
2969095 17.392  104.792 373371.8
2969096 16.958  104.508 2369.1
2969100 16.542  104.742 390148.4
2969101 15.325  105.492 419448.8
2969115 16.058  104.025 3231.3
2969116 15.008  104.642 3058.3
2969120 15.642  103.558 1287.6
2969123 15.058  104.008 2883.2
2969124 15.342  104.158 44934.0
2969150 15.792  104.142 46588.9
2969152 16.192  103.742 40214.5
2969153 16.258  103.075 29437.7
2969160 16.108  101.658 1420.1
2969166 16.858  102.208 1763.7
2969171 16.392  102.125 2010.4
2969200 15.225  104.858 106239.4
2969210 14.692  105.158 1439.4
2969211 14.892  105.075 3360.4
2969220 15.242  105.242 115667.2
2969221 15.292  105.475 119446.0
2969230 15.342  103.675 34591.1
2969231 15.342  103.375 28288.9
2969232 15.442  103.008 24834.1
2969233 14.742  102.208 4284.7
2969234 15.025  102.275 5320.6
2969237 15.558  103.058 1071.8
2969240 15.125  103.425 4736.5
2969245 15.575  103.825 3363.5
2969250 15.142  104.342 2942.6
2969255 15.842  104.458 1634.0
2969256 15.492  104.958 2209.8
2969417 16.642  104.708 1351.8
2969420 17.858  103.775 5272.7
2969430 17.908  101.675 295161.5
2969440 19.425  100.058 3304.8
2969460 17.308  101.775 1249.1
2969500 16.725  104.625 1228.5
2969510 17.725  102.408 1476.2
2969550 15.208  105.425 2091.0
2997500 55.225  80.325  3884.7
2997501 54.708  78.675  6790.2
2998100 69.792  135.175 217088.1
2998110 70.758  136.075 223319.6
2998111 69.792  135.175 217088.1
2998112 67.575  133.408 45080.6
2998150 69.508  132.258 10739.6
2998200 62.642  155.908 5997.8
2998220 62.508  155.775 1689.6
2998250 64.392  157.308 7614.8
2998300 65.358  151.075 25219.3
2998310 63.258  152.075 2945.6
2998320 62.725  150.825 10057.3
2998325 63.308  149.075 1192.5
2998330 62.475  149.725 3377.9
2998331 62.908  148.925 1101.8
2998340 63.108  148.008 5031.1
2998400 69.592  147.558 304863.6
2998401 64.042  141.892 51046.7
2998402 64.542  143.125 83275.7
2998412 64.458  141.825 17535.3
2998415 64.825  142.542 1795.5
2998418 63.325  141.375 7703.2
2998425 63.442  140.592 1836.7
2998440 65.142  147.025 2317.7
2998450 69.192  154.475 29918.3
2998451 68.442  153.375 18165.2
2998454 62.092  150.675 13404.7
2998460 67.058  132.858 16129.9
2998461 67.142  132.125 23634.8
2998470 68.025  135.275 88889.1
2998471 67.308  135.575 65348.2
2998472 66.808  136.675 52637.3
2998473 66.692  136.442 15171.1
2998474 66.742  136.792 8286.1
2998475 67.142  134.675 7576.5
2998480 68.642  134.108 39601.2
2998500 67.408  153.658 370093.1
2998501 62.842  146.592 9404.9
2998502 62.442  152.292 99558.4
2998504 61.642  148.808 45396.8
2998505 62.125  148.458 42387.8
2998510 68.725  158.692 414988.3
2998511 62.825  146.625 9418.0
2998520 61.875  152.975 9307.9
2998550 61.425  149.492 5813.2
2998551 61.142  149.675 3923.8
2998555 61.342  148.825 2048.0
2998556 61.358  148.775 1831.1
2998560 61.908  147.408 10505.3
2998564 61.775  146.008 3015.7
2998600 64.442  144.075 22327.4
2998701 67.258  167.958 8220.0
2998702 68.108  164.192 29975.3
2998705 67.192  167.875 1017.8
2998710 68.475  163.925 11858.5
