  ID  lat_ori  lon_ori  lat_MERIT  lon_MERIT  area_MERIT  width_MERIT  elv_MERIT
            1480        25.4790        83.3590        25.4750        83.3583    498657.0312       468.4886        55.0000
            1481        25.4080        86.4880        25.4250        86.4917    797939.7500      1740.4603        31.3000
            1482        28.9720        78.0740        28.9750        78.0750     27649.2949        31.5000       204.1000
            1483        25.3270        81.9600        25.3250        81.9583    440209.8125       633.2869        69.8000
            1484        25.6660        85.1160        25.6583        85.1083    723626.8125       546.2062        41.9000
            1485        26.7090        80.1690        26.7083        80.1750     83579.6484        77.1237       114.5000
            1486        25.6150        83.6660        25.6083        83.6584    501809.6250       573.8830        53.5000
            1487        24.3350        88.6790        24.3417        88.6750    940007.9375       773.3703         9.6000
            1488        22.6350        90.8240        22.6250        90.8083   1574858.6250      8559.0410         0.0000
            1489        25.3060        82.1500        25.3083        82.1417    458133.3125       468.0480        67.8000
            1490        25.3150        86.9940        25.3083        86.9917    813782.9375       696.1926        28.0000
            1491        23.8750        89.6940        23.8750        89.6917    537761.2500      1008.3331         0.1000
            1492        23.7960        89.6740        23.7917        89.6750    941778.3125       995.3949         0.1000
            1493        44.5810        -0.0740        44.5750        -0.0750     51271.0977       113.0157         9.0000
            1494        44.2810         0.3330        44.2750         0.3250     35109.1836       153.2473        28.9000
            1495        44.2950         0.3210        44.2917         0.3250     38020.6758       147.3942        27.9000
            1496        44.4450         0.1910        44.4417         0.1917     50210.9375       159.7463        20.3000
            1497        44.4620         0.1770        44.4583         0.1750     50216.8828       146.5525        19.3000
            1498        44.4990         0.1450        44.5083         0.1250     50445.8008       177.3464        16.9000
            1499        44.4230         0.2140        44.4250         0.2083     50181.8672       159.5075        20.7000
            1500        45.5980        -1.0880      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000
            1501         4.3180        41.9390         4.3250        41.9417     56996.1484        47.5305       185.8000
            1502         4.4370        41.8350         4.4417        41.8417     56199.2812        51.5588       192.7000
            1503        25.8290        84.5410        25.8417        84.5583    129225.9141       421.4152        46.5000
            1504        25.8500        84.5510        25.8417        84.5583    129225.9141       421.4152        46.5000
            1505        26.7780        82.2610        26.7750        82.2584     86043.9688       637.3086        87.5000
            1506         0.7330        17.9800         0.7250        17.9750     22948.6680        23.4000       304.3000
            1507         1.7130        18.5260         1.6917        18.5083     17973.8848        23.4000       309.6000
            1508         0.9600        18.1790         0.9417        18.1750     21825.4707        25.2000       304.5000
            1509         1.6360        18.4540         1.6417        18.4583     18136.7676        29.3666       309.6000
            1510         1.6850        18.4850         1.6917        18.4917     17977.4297        23.4000       309.6000
            1511        14.7900         0.4760        14.7917         0.4750     49380.6992        11.2500       232.8000
            1512       -17.7230       -62.7540       -17.7250       -62.7583     66978.5781        11.2500       288.3000
            1513       -17.7760       -62.7670       -17.7750       -62.7583     66834.8828        30.1500       292.3000
            1514       -17.8840       -62.7920       -17.8750       -62.7917     66489.1641         2.7000       300.9000
            1515       -17.9300       -62.8030       -17.9083       -62.8083     66453.7109        26.1000       302.7000
            1516       -16.1060       -63.8060       -16.1083       -63.8083     74396.0312        27.4500       180.9000
            1517       -18.7470       -63.1850       -18.7250       -63.1750     60786.5469         4.9500       399.9000
            1518       -15.8750       -64.6740       -15.8750       -64.6750     25660.7695        36.0019       166.3000
            1519       -16.1040       -63.8130       -16.1083       -63.8083     74396.0312        27.4500       180.9000
            1520       -17.1340       -62.8480       -17.1417       -62.8417     67782.9609        11.2500       249.8000
            1521       -17.4700       -62.7690       -17.4750       -62.7750     67615.2812         1.8000       271.7000
            1522       -19.0430       -63.7850       -19.0417       -63.7917     52160.5273        52.5556       553.7000
            1523       -15.9250       -64.5670       -15.9250       -64.5750     25623.8301        59.0025       169.4000
            1524       -15.9820       -64.5030       -15.9750       -64.5083     16023.6045        31.5000       171.1000
            1525         2.6920       -68.0040         2.6917       -68.0083     12849.2617       160.4389        89.2000
            1526         2.6710       -67.5240         2.6750       -67.5250     20555.7656       248.6125        81.7000
            1527         2.3050       -69.3560         2.3083       -69.3250      2345.2832        11.2500       140.1000
            1528         2.3510       -69.0310         2.3917       -68.9917      3932.9507        11.2500       129.0000
            1529         2.1720       -67.1870         2.1750       -67.1917     28417.4160       644.6953        80.2000
            1530         2.3960       -67.2200         2.3917       -67.2250     26620.4824       307.6909        80.7000
            1531         2.3150       -67.2020         2.3083       -67.2083     27976.4531       384.3867        80.6000
            1532         2.1420       -67.1640         2.1417       -67.1583     28431.3887       377.2072        79.5000
            1533         2.3760       -68.6530         2.3917       -68.6250      4816.5977        46.2540       113.4000
            1534         2.2690       -68.3310         2.3083       -68.2917      6389.0068        11.2500       100.0000
            1535         2.0040       -70.0080         2.0083       -69.9417       110.7930         0.0000       180.9000
            1536         1.9860       -69.8310         1.9917       -69.8250       290.6671         0.0000       171.4000
            1537       -13.5360       -61.7840       -13.5417       -61.7917     58426.0859       215.5390       151.8000
            1538       -12.0890       -64.7280       -12.0917       -64.7250    348208.6875       373.6859       129.7000
            1539       -12.1380       -64.7170       -12.1417       -64.7250    348192.0312       459.8983       130.0000
            1540       -12.6100       -63.4080       -12.6083       -63.4083    120749.4141       439.0693       133.5000
            1541       -12.7540       -63.0420       -12.7583       -63.0417    110575.0469       292.7810       140.4000
            1542       -13.5440       -60.9310       -13.5417       -60.9250     51742.0352       193.0921       161.6000
            1543       -12.4670       -64.1940       -12.4583       -64.2083    140058.7031       286.8281       130.5000
            1544       -12.4480       -64.4100       -12.4417       -64.4083    339592.6562       358.8560       130.1000
            1545       -13.5530       -60.9440       -13.5417       -60.9583     51757.4297       201.5533       161.6000
            1546       -15.0020       -59.9650       -15.0083       -59.9583     22462.8906        58.2528       188.1000
            1547       -13.1440       -62.3320       -13.1417       -62.3250     96211.1016       182.0421       145.9000
            1548       -13.5090       -61.0590       -13.5083       -61.0583     51957.2969       201.7256       160.2000
            1549       -12.5110       -63.9130       -12.5083       -63.9083    135880.9844       293.0993       130.9000
            1550       -13.1200       -62.4070       -13.1250       -62.4083     99213.2188       230.0011       144.6000
            1551       -12.4590       -63.6940       -12.4417       -63.7083    135302.2031       501.6898       133.3000
            1552       -11.9980       -65.0260       -11.9917       -65.0250    349316.0625       400.5614       127.7000
            1553       -15.1500       -59.7160       -15.1417       -59.7417      4339.1943        11.2500       202.8000
            1554       -13.5330       -61.5250       -13.5250       -61.5250     57581.1055       197.9347       154.2000
            1555       -13.9350       -60.4380       -13.9417       -60.4417     41798.3906        99.1127       172.4000
            1556       -12.6330       -63.1680       -12.6250       -63.1750    119485.9531       220.2038       137.8000
            1557         3.7280       -68.8210         3.7250       -68.8083     66341.8906       401.5888        88.6000
            1558         2.7030       -72.5320         2.7083       -72.5250     36520.8906       633.3368       165.0000
            1559         9.6090         7.4600         9.5917         7.4250      4214.6064        11.2500       512.9000
            1560         9.2330         6.9840         9.2083         6.9583      6370.9614        11.2500       216.3000
            1561        11.1960       105.0580        11.1750       105.0250      5622.8804        38.8426         4.4000
            1562        11.1050        11.2360        11.1083        11.2417     17781.9180        64.1100       263.9000
            1563        -0.1110       -75.2910        -0.1083       -75.2917     15999.6797       742.4885       191.8000
            1564        -2.2460       -70.9550        -2.2417       -70.9583     80262.5078       588.3366        77.7000
            1565        -1.0330       -74.0370        -1.0250       -74.0417     29272.6855       385.0843       147.1000
            1566         0.2360       -75.9630         0.2083       -75.9417      9033.9932       381.7048       212.5000
            1567        -2.9000       -68.7490        -2.8917       -68.7250    116043.5781       905.5076        52.5000
            1568        -2.8940       -68.3530        -2.8917       -68.3583    117122.9062       599.8099        49.7000
            1569        -2.3350       -70.7360        -2.3417       -70.7250     83412.2656       652.8729        76.0000
            1570         0.0510       -75.8050         0.0583       -75.8083     15104.6504       480.0000       208.8000
            1571        -3.0270       -68.1830        -3.0250       -68.1750    121429.6250       711.3836        45.6000
            1572        -2.6990       -70.1420        -2.7083       -70.1250     86164.7422       551.9071        66.9000
            1573        -1.4780       -73.5150        -1.4750       -73.5083     31686.8750       674.1200       131.2000
            1574        -2.2520       -70.9250        -2.2583       -70.9250     80275.4453       559.4213        77.7000
            1575        -2.9180       -69.6450        -2.9083       -69.6250    106254.9609      1290.2942        57.3000
            1576        -2.3000       -71.4910        -2.3083       -71.4917     76379.2188       740.7921        81.6000
            1577        -2.2720       -71.4850        -2.2750       -71.4917     76389.7578       580.5237        81.6000
            1578        -2.3450       -71.5010        -2.3417       -71.5083     76332.5469       749.5805        82.0000
            1579        -2.3730       -71.2020        -2.3750       -71.2083     78563.3594       640.4537        79.1000
            1580        -2.4030       -72.9510        -2.4083       -72.9417     47865.3516       496.0967       101.1000
            1581        -2.1930       -71.8320        -2.1917       -71.8250     62118.2891       626.9296        87.0000
            1582        -2.3850       -72.6360        -2.3917       -72.6417     48760.2188       459.9600        94.9000
            1583        -1.0460       -74.0900        -1.0417       -74.0917     29229.2168       484.9867       147.3000
            1584        -0.4890       -74.4900        -0.4917       -74.4917     21963.3945       676.6836       162.6000
            1585        -0.1040       -75.3200        -0.1083       -75.3250     15986.8320       513.2991       192.7000
            1586        -3.0910       -68.0720        -3.0917       -68.0750    122276.1719      1242.9185        44.4000
            1587         0.3130       -76.1030         0.3417       -76.0750      8590.9004       563.6646       218.2000
            1588         0.6180       -76.5980         0.5917       -76.5750      3532.5332       138.2243       252.5000
            1589         0.6030       -76.6020         0.5750       -76.5750      3536.3625       195.1564       251.9000
            1590        -2.8570       -69.4580        -2.8583       -69.4583    108426.4844       871.7460        57.3000
            1591         0.3750       -76.1400         0.3417       -76.1250      8420.4141       272.1234       219.3000
            1592        -3.0050       -68.9070        -3.0083       -68.9083    115215.5000       461.2261        53.4000
            1593        -2.9740       -68.8540        -2.9750       -68.8583    115552.3594       868.9139        53.3000
            1594        -2.2940       -70.7710        -2.2917       -70.7750     82958.6953       517.1727        76.2000
            1595        -2.4270       -72.8360        -2.4250       -72.8417     48018.0352       650.0665        96.3000
            1596        -2.4630       -70.4630        -2.4750       -70.4583     85073.4062       846.5750        74.0000
            1597        -2.4260       -72.2380        -2.4250       -72.2417     51616.0117       755.9058        93.7000
            1598        -2.3490       -71.9250        -2.3417       -71.9250     61513.8203      1013.6383        91.5000
            1599        -1.5220       -73.4760        -1.5250       -73.4750     31738.5137       306.9039       131.0000
            1600        -1.6160       -73.4960        -1.6083       -73.4917     31820.7910       626.3030       131.0000
            1601        -1.7170       -73.5190        -1.7250       -73.5083     36396.8789       357.8862       130.6000
            1602        -1.3280       -73.5870        -1.3250       -73.5917     31262.6250       817.3448       133.8000
            1603        -1.4300       -73.5650        -1.4250       -73.5583     31612.6758       650.0001       131.3000
            1604        -1.6610       -73.5140        -1.6583       -73.5083     31904.4805       457.7740       130.6000
            1605        -1.7270       -73.4990        -1.7250       -73.4917     36402.9375       573.5710       130.6000
            1606        -0.3690       -74.6600        -0.3750       -74.6583     21638.6992       426.2488       168.4000
            1607         0.6940       -67.4700         0.6917       -67.4750     28257.4297       237.7778        72.4000
            1608         0.2680        18.4690         0.2750        18.4750     13097.7949        13.5000       302.9000
            1609         0.3550        19.0110         0.3583        19.0083     10090.5918        13.5000       305.2000
            1610         0.1630        18.3550         0.1583        18.3583     13761.5195       186.6026       301.8000
            1611         0.3440        19.2500         0.3250        19.2083      8850.5850        11.2500       305.5000
            1612        43.3490        83.9250        43.3583        83.8917      2179.4397        61.5085      1236.1000
            1613        44.6460        76.5220        44.6417        76.5250    130271.7891       261.4707       402.8000
            1614        44.6310        76.5690        44.6250        76.5750    130126.6953       396.4835       402.8000
            1615        44.5580        76.6330        44.5750        76.6250    130071.5547       214.8313       406.7000
            1616        43.8350        78.6600        43.8417        78.6584     88374.4688       242.0015       481.0000
            1617        43.7880        80.1280        43.7917        80.1250     64984.4180       276.9634       514.9000
            1618        44.9200        75.8440        44.9250        75.8417    130881.0391       675.9293       378.3000
            1619        43.5220        83.2380        43.5417        83.2083      4199.3418        48.0248       829.1000
            1620        43.5340        83.1750        43.5417        83.1417      4296.0830        11.2500       822.3000
            1621        43.3590        83.8970        43.3750        83.8583      2182.5667        11.2500      1200.1000
            1622        43.8750        79.7700        43.8750        79.7750     65787.7812       609.9244       507.0000
            1623        43.7820        81.5060        43.7750        81.5084     48558.5117       189.6339       638.5000
            1624       -25.5350        32.7450       -25.5417        32.7417     44250.3242        81.7602         0.6000
            1625       -25.3140        31.7540       -25.3417        31.7917      9980.5801        31.5000       187.7000
            1626        27.1700        68.1740        27.1750        68.1750    723618.6250        85.2524        41.4000
            1627        27.4880        68.3290        27.4917        68.3250    722816.7500       190.0749        48.1000
            1628        27.5430        68.3510        27.5417        68.3584    722705.5625        58.3748        48.1000
            1629        28.6050        70.0230        28.6083        70.0250    712357.5625       551.1562        77.6000
            1630         2.8370       -69.1400         2.8417       -69.1417     35434.4766       436.4801       110.8000
            1631        -5.7890       -63.2970        -5.7917       -63.2917     12167.1240       975.6657        31.6000
            1632        -5.8410       -63.3090        -5.8250       -63.2917     12056.3174      1792.3386        31.6000
            1633        -4.3800       -53.6300        -4.3750       -53.6083    133295.7188       333.6408       142.3000
            1634        -6.3110       -54.0600        -6.3083       -54.0583     55609.1992       441.4893       187.2000
            1635        -3.9420       -53.1530        -3.9417       -53.1583    137993.8750       522.9250       134.9000
            1636        -4.6580       -54.4520        -4.6583       -54.4583    115329.9922       643.4417       166.9000
            1637        -3.9290       -53.1670        -3.9417       -53.1583    137993.8750       522.9250       134.9000
            1638        -3.9630       -53.1750        -3.9583       -53.1750    137987.7344       563.7292       134.9000
            1639        -6.9100       -53.8270        -6.9083       -53.8250     43005.2812       458.8840       190.8000
            1640        -7.0260       -53.8520        -7.0250       -53.8583     42424.1445       281.9219       190.9000
            1641        -7.0310       -53.8530        -7.0250       -53.8583     42424.1445       281.9219       190.9000
            1642        -4.3800       -53.5140        -4.3750       -53.5083    133722.4375       326.6220       141.0000
            1643        -3.8610       -52.7610        -3.8417       -52.7417    141572.4219       130.3862       119.8000
            1644        -9.2700       -53.8650        -9.2417       -53.8250      7171.4614        63.0517       271.8000
            1645        -7.8130       -53.3090        -7.8083       -53.3083     35622.8125       160.6167       226.0000
            1646        -8.0510       -53.3620        -8.0417       -53.3417     32166.1758       256.9768       242.4000
            1647        -8.4700       -53.4550        -8.4583       -53.4583     23623.7480       362.5876       250.9000
            1648        -8.9500       -53.5620        -8.9250       -53.5250      9995.3740        13.5000       265.0000
            1649        -4.5310       -54.0190        -4.5250       -54.0250    122115.5469       219.5151       155.3000
            1650        -5.6610       -54.2680        -5.6583       -54.2750     64246.8945       293.0261       185.5000
            1651        -4.7760       -54.6560        -4.7583       -54.6417    114119.8906       194.3587       169.1000
            1652        -4.8110       -54.6640        -4.8083       -54.6583    105649.2891       120.1564       169.1000
            1653        -3.8820       -52.9050        -3.8750       -52.9083    140196.4688       382.4041       129.1000
            1654        -4.5900       -54.1860        -4.5917       -54.1917    117526.0391       574.5367       155.3000
            1655        -7.3910       -53.5660        -7.3917       -53.5583     40237.5664       372.2231       207.8000
            1656        -8.0690       -53.4150        -8.0583       -53.3917     31957.6680       264.6309       242.4000
            1657        25.0920        97.2310        25.0917        97.2250     52932.7305       720.4514       116.9000
            1658        22.9260        94.4890        22.9250        94.4917    100206.3516       326.3255        81.1000
            1659        21.9100        95.8230        21.9083        95.8250    172306.9375      1203.5702        61.0000
            1660        24.9390        97.1480        24.9417        97.1417     54242.0156       723.3882       113.6000
            1661        26.2880        96.0870        26.2917        96.0917     18643.2988       198.1218       157.7000
            1662        21.9200        95.7430        21.9250        95.7417    172563.5781      1108.3835        60.7000
            1663        45.0480         0.3370        45.0417         0.3083      3250.4363        11.2500        36.5000
            1664         2.6820        23.6790         2.6750        23.6750     37513.6016       144.9232       360.2000
            1665         2.7630        23.8200         2.7583        23.8250     34977.7930       136.7129       366.4000
            1666         2.8350        24.4000         2.8417        24.3750     12530.7920        11.2500       382.7000
            1667         2.6200        23.4210         2.6250        23.4250     41126.2617       236.1191       357.3000
            1668         2.8520        24.3050         2.8583        24.3083     12679.9912        11.2500       382.3000
            1669        -5.1310       -70.6780        -5.1250       -70.6750     16386.5820       103.1608        82.1000
            1670        -5.0760       -70.6060        -5.0750       -70.6083     16793.7715       143.0909        81.8000
            1671         1.2230        29.4930         1.2250        29.4917     16737.6621        54.0506       819.9000
            1672         1.6150        27.0650         1.6250        27.0583     61223.5039       243.5862       479.0000
            1673         1.5400        27.4010         1.5417        27.4083     53144.1758       325.0250       496.9000
            1674         1.5820        27.1760         1.5750        27.1750     61064.1641       280.2025       479.0000
            1675         1.3340        28.0560         1.3417        28.0583     45256.5898       161.1652       541.8000
            1676         1.0820        13.0830         1.0750        13.0750     26660.5430       172.1585       476.3000
            1677         0.2510        12.4220         0.2583        12.4250     51151.2852       272.2164       377.1000
            1678         0.7330        12.9620         0.7250        12.9583     34265.5781       227.0512       476.3000
            1679         0.8940        12.9970         0.8917        12.9917     29231.9316       281.4234       476.3000
            1680         1.0320        13.0280         1.0250        13.0250     28843.6699       185.9075       476.3000
            1681         0.3570        12.7020         0.3583        12.7083     49946.2461       177.3655       450.4000
            1682        -5.2910       -56.3420        -5.2917       -56.3417     55083.9258       470.1796        68.4000
            1683        -5.3170       -56.1810        -5.3250       -56.1750     54333.6953       430.8915        74.0000
            1684        -5.8330       -55.7430        -5.8250       -55.7417     39132.9688       269.1241       119.7000
            1685        -5.9150       -55.7610        -5.9083       -55.7583     38766.0625       339.9854       134.7000
            1686        -6.1690       -55.8170        -6.1750       -55.8250     37807.9922       272.2227       176.8000
            1687        -8.4760       -63.5160        -8.4750       -63.5083     29034.7070       185.6066        54.2000
            1688        -8.8490       -63.3010        -8.8417       -63.3250     14006.6279       998.8424        82.5000
            1689        -9.1920       -63.2250        -9.1917       -63.2250     13257.3223       855.5579        83.4000
            1690        -9.6100       -63.1310        -9.6083       -63.1250     10947.7715        46.5355        85.0000
            1691        -9.6260       -63.1270        -9.6250       -63.1250     10937.3516        63.4564        85.0000
            1692        -9.8110       -63.0860        -9.7750       -63.1083      9619.1572        57.0271        86.7000
            1693        -9.8260       -63.0820        -9.7917       -63.0917      9476.9600        16.6500        86.7000
            1694        -9.8360       -63.0800        -9.8083       -63.0917      9467.4814        57.1068        86.7000
            1695        -9.8670       -63.0730        -9.8417       -63.0750      9421.1289        50.7299        89.9000
            1696        -9.8980       -63.0660        -9.8583       -63.0750      8185.4482        48.1897        89.9000
            1697        -9.9280       -63.0600        -9.8917       -63.0750      8133.7637        19.3500        90.7000
            1698        -9.8050       -63.0950        -9.7750       -63.1083      9619.1572        57.0271        86.7000
            1699       -10.1160       -63.1650       -10.0750       -63.1417      4436.8315        15.4969        95.8000
            1700       -10.4360       -63.2360       -10.4083       -63.2417      3408.0066        11.2500       123.2000
            1701       -10.4580       -63.2420       -10.4250       -63.2417      3401.8171        42.0396       125.4000
            1702         0.7570       -75.4820         0.7583       -75.4583     10059.6562       392.1454       186.7000
            1703        -1.4490       -70.6700        -1.4583       -70.6583    133141.5625       553.0546        74.2000
            1704        -0.1100       -74.3650        -0.1083       -74.3583     33416.4453       491.2839       156.6000
            1705        -1.8750       -67.0000        -1.8750       -67.0083    240117.5781      1053.5226        41.5000
            1706         0.8810       -75.8220         0.8750       -75.7917      8724.5723       390.9567       197.7000
            1707        -1.7240       -68.4900        -1.7250       -68.4917    212432.4844      2040.2159        53.2000
            1708        -1.6410       -67.9040        -1.6417       -67.9083    229244.9062      1333.1382        49.9000
            1709        -1.0440       -71.1960        -1.0417       -71.1917    115983.4297       799.5807        86.3000
            1710        -2.0070       -65.2600        -2.0083       -65.2583    255781.9844      1102.5077        32.0000
            1711         0.8130       -75.5320         0.7750       -75.4917      9757.1504        92.4929       187.3000
            1712        -1.7350       -68.4680        -1.7250       -68.4583    212443.6094      1138.6550        53.1000
            1713        -1.2190       -69.8170        -1.2250       -69.8250    147641.0312       844.6533        67.0000
            1714        -2.0430       -65.2130        -2.0417       -65.2083    255940.6406      1261.7542        30.9000
            1715        -1.6400       -68.1490        -1.6417       -68.1417    228435.1250      1188.9363        52.3000
            1716        -0.6200       -73.2100        -0.6250       -73.2083     61330.2070       399.6943       141.0000
            1717        -1.4210       -70.7410        -1.4250       -70.7417    117919.1953      1321.0354        75.4000
            1718        -1.4330       -69.9710        -1.4250       -69.9750    138311.5312      1037.1407        68.8000
            1719        -1.0420       -71.2150        -1.0417       -71.2083    115977.4453       818.1050        86.3000
            1720        -1.1480       -71.4710        -1.1417       -71.4583    113530.1484       830.1951        86.3000
            1721        -0.5700       -72.1910        -0.5750       -72.1917    105585.1953      1060.3533        94.0000
            1722        -2.4860       -65.0650        -2.4917       -65.0583    257611.6094      1388.1237        28.8000
            1723        -0.5320       -73.0440        -0.5250       -73.0417     64130.8203       308.3249       139.3000
            1724        -1.8150       -68.9600        -1.8083       -68.9583    210121.0000      1162.6830        61.1000
            1725        -0.3550       -73.9380        -0.3583       -73.9417     56604.3047       649.4122       149.1000
            1726        -1.7450       -66.3390        -1.7417       -66.3417    249587.9375      1380.0778        36.7000
            1727        -1.0770       -71.1440        -1.0750       -71.1417    116020.6797      1203.1376        86.3000
            1728        -0.0970       -74.5760        -0.1083       -74.5583     31486.1484       471.1997       160.1000
            1729        -1.7220       -66.3150        -1.7250       -66.3083    249715.7969      1082.4923        35.7000
            1730         0.4750       -75.1920         0.4750       -75.1917     25540.9590       196.2083       178.8000
            1731        -1.6330       -67.9850        -1.6250       -67.9917    228519.5625      1143.3745        52.3000
            1732        -1.6440       -67.7540        -1.6417       -67.7583    229508.7812      1599.3381        49.0000
            1733         0.9780       -76.2490         1.0083       -76.2083      5478.1787       186.7866       228.1000
            1734        -1.5770       -70.0980        -1.5750       -70.0917    137753.9062       986.0806        69.8000
            1735        -1.6390       -67.7700        -1.6417       -67.7750    229485.6406      1978.4780        49.0000
            1736         1.0280       -76.5080         1.0083       -76.4750      5178.4023       218.0960       277.6000
            1737        -1.6810       -69.1990        -1.6917       -69.1917    208366.2188      1224.4296        62.4000
            1738        -1.8960       -67.1080        -1.9083       -67.0917    240055.0469       990.9100        45.4000
            1739        -1.6940       -69.1960        -1.6917       -69.1917    208366.2188      1224.4296        62.4000
            1740        -1.7500       -69.1250        -1.7417       -69.1250    208796.4375      1104.3076        62.1000
            1741        -1.4200       -70.5790        -1.4250       -70.5750    133314.9375       775.3044        73.2000
            1742        -1.4490       -70.6860        -1.4417       -70.6917    133011.3750       857.4850        75.3000
            1743        -1.6820       -66.1250        -1.6750       -66.1250    250954.2188      1283.6698        33.9000
            1744        -0.8050       -71.8810        -0.8083       -71.8750    108283.4688      1267.8977        94.0000
            1745        -0.6290       -72.3030        -0.6250       -72.2917     68762.5781       602.8995        94.1000
            1746        -0.5570       -73.2640        -0.5583       -73.2583     61049.8164       641.9055       141.1000
            1747        -1.8480       -65.6440        -1.8583       -65.6250    254120.6250       813.0756        33.3000
            1748        -0.4120       -73.7880        -0.4083       -73.7917     57681.8867       467.0482       149.1000
            1749        -1.9050       -65.5570        -1.9083       -65.5583    254688.5781      1487.0140        33.0000
            1750        -0.0960       -74.6000        -0.1083       -74.5750     31483.5840       451.8756       160.1000
            1751        -1.9010       -67.0920        -1.9083       -67.0917    240055.0469       990.9100        45.4000
            1752        -0.8480       -52.4890        -0.8417       -52.4917     53382.6953       613.9321         1.9000
            1753         0.2630       -53.0990         0.2583       -53.0917     29059.5566       152.0776        94.1000
            1754         0.5240       -53.1560         0.5250       -53.1583     28033.4199        43.9139       110.4000
            1755         0.7730       -53.2110         0.7750       -53.2083     22331.3086       211.7716       158.3000
            1756         0.7830       -53.2130         0.7750       -53.2083     22331.3086       211.7716       158.3000
            1757         1.2410       -53.4670         1.2417       -53.4750     19911.9453       196.6573       198.4000
            1758        -1.1890       -52.0610        -1.1917       -52.0583     57507.7734       511.8801         0.1000
            1759        -1.2250       -52.0530        -1.2250       -52.0583     57393.7695       423.7401         0.1000
            1760         1.5580       -54.1020         1.5250       -54.0917      7172.2119        50.8699       215.4000
            1761         1.5610       -54.1160         1.5250       -54.0917      7172.2119        50.8699       215.4000
            1762        -0.8640       -58.9600        -0.8583       -58.9583     19967.6133       259.6980        62.0000
            1763        -1.8250       -58.4530        -1.8250       -58.4583     30948.3965       260.7872        12.2000
            1764        -1.9200       -58.3670        -1.9250       -58.3750     31561.1680       231.9662         9.7000
            1765        -1.3630       -58.4900        -1.3583       -58.4917     23312.9199       272.5646        33.6000
            1766         0.2300       -59.4380         0.1917       -59.4250      8539.1631        57.9221       103.8000
            1767         0.4950       -59.3800         0.4750       -59.4083      7124.9023        11.2500       115.7000
            1768         0.8470       -59.3020         0.8083       -59.2917      3410.5376        13.5000       128.0000
            1769         0.8810       -59.2950         0.8417       -59.3083      3159.2219        33.8462       129.1000
            1770         1.0010       -59.2690         0.9750       -59.2917      1476.2015       200.4594       159.2000
            1771        -4.4940       -71.7610        -4.4917       -71.7583     31646.2285       184.2462        79.9000
            1772        -5.0260       -72.6060        -5.0250       -72.6083     17779.9531        74.0396        85.2000
            1773        -4.3690       -70.0080        -4.3750       -70.0083    108355.6875       729.6919        60.3000
            1774        -4.1710       -70.4660        -4.1750       -70.4583     63906.5156       339.0110        68.7000
            1775        -4.6400       -72.0070        -4.6417       -72.0083     21713.6250       112.3589        79.9000
            1776        -4.1880       -70.8020        -4.1917       -70.8083     62653.0234       315.8628        69.8000
            1777        -4.7180       -72.1220        -4.7250       -72.1250     20168.2422        95.2980        79.9000
            1778        -6.5180       -73.1610        -6.4917       -73.1417      3467.5149        63.2484       131.9000
            1779        -6.1530       -73.2420        -6.1250       -73.2417      5473.3584        58.3616       118.3000
            1780        -4.3800       -71.2310        -4.3917       -71.2083     59039.9883       277.8827        75.2000
            1781        -4.2900       -70.0610        -4.2917       -70.0583    108135.6250       506.5879        61.0000
            1782        -6.3940       -73.1130        -6.3583       -73.1417      3981.4158        61.6885       126.3000
            1783        -5.2920       -72.8690        -5.2583       -72.8750      9390.9512        38.0511        92.9000
            1784        -5.1430       -72.8360        -5.1417       -72.8417     15969.9863        91.3151        90.0000
            1785        -6.4770       -73.1320        -6.4417       -73.1083      3567.7578        11.2500       128.5000
            1786        -4.4370       -71.4650        -4.4417       -71.4583     32747.5039       161.1095        79.9000
            1787        -5.0840       -72.7600        -5.0917       -72.7583     16634.8828        98.6821        87.4000
            1788        -4.3480       -71.9420        -4.3583       -71.9083      7889.0801        49.0589        81.5000
            1789        -4.3940       -72.1940        -4.3917       -72.1583      4925.2090        23.4000        82.5000
            1790        -4.5640       -72.7080        -4.5583       -72.6917      1948.8651         2.7000        93.4000
            1791        -4.6760       -72.8500        -4.6583       -72.7917      1740.1208         2.2500        97.3000
            1792       -11.5560       -61.3340       -11.5583       -61.3417     16556.4043        73.5975       170.9000
            1793        -8.8980       -62.1730        -8.8917       -62.1750     60645.1133       347.0507        57.3000
            1794        -9.0380       -61.8220        -9.0417       -61.8250     59251.0312       421.2506        72.9000
            1795        -9.4880       -61.7210        -9.4917       -61.7250     49154.1172       179.3018        83.8000
            1796       -11.6020       -61.2450       -11.6083       -61.2417     16294.0566       108.6948       170.9000
            1797       -10.3790       -61.7870       -10.3750       -61.7917     38154.0234       266.6676       107.8000
            1798       -10.6850       -61.8550       -10.6917       -61.8583     34664.3984       200.9381       122.7000
            1799       -11.0840       -61.9450       -11.0917       -61.9417     28390.5020       205.2784       147.4000
            1800        -8.2790       -62.7540        -8.2750       -62.7583     63705.7852       331.8497        47.5000
            1801        -8.3460       -62.6950        -8.3417       -62.6917     63495.4414       344.5138        52.2000
            1802         3.9580        41.8100         3.9583        41.8083     55070.8320        48.3319       203.1000
            1803         2.3560        42.1810         2.3583        42.1750    197113.9531        30.1500        88.6000
            1804        -1.1150       -62.0460        -1.1250       -62.0250     10972.8154      1519.6454        13.1000
