ID  Lat Lon EGM96_h
1842  -6.703  -70.307 23.11
1843  -6.151  -68.053 18.22
1844  -6.361  -68.166 18.92
1845  -10.046 -72.490 26.20
1846  -7.180  -71.850 23.45
1847  -6.614  -69.547 22.86
1848  -5.017  -66.865 12.18
1849  -6.764  -70.951 23.75
1850  -2.982  -65.893 5.63
1851  -2.942  -65.884 5.56
1852  -2.919  -65.879 5.52
1853  -2.900  -65.875 5.49
1854  -2.841  -65.862 5.39
1855  -2.819  -65.857 5.35
1856  -2.792  -65.851 5.31
1857  -7.233  -72.284 23.24
1858  -6.157  -68.031 18.13
1859  -11.546 -58.383 5.48
1860  -11.900 -58.435 9.71
1861  -8.705  -58.340 -4.94
1862  -9.405  -58.498 -3.37
1863  -7.805  -58.337 -6.84
1864  -7.928  -58.364 -6.50
1865  -9.007  -58.605 -3.76
1866  -9.098  -58.625 -3.53
1867  -2.746  -66.808 7.87
1868  -5.737  -69.375 21.71
1869  -5.707  -69.368 21.61
1870  -5.735  -69.373 21.70
1871  -5.838  -69.479 22.15
1872  -4.354  -67.891 13.15
1873  -3.549  -67.468 9.69
1874  -3.427  -67.511 9.60
1875  -5.505  -69.074 20.20
1876  -6.390  -70.315 23.16
1877  -4.760  -68.440 16.00
1878  -3.246  -67.417 9.11
1879  -6.356  -70.230 23.03
1880  -3.552  -67.475 9.71
1881  -3.638  -67.494 9.95
1882  -3.851  -67.542 10.63
1883  -4.800  -68.511 16.36
1884  -5.997  -69.684 22.63
1885  -3.875  -67.526 10.64
1886  -3.673  -67.482 9.99
1887  -3.529  -67.450 9.60
1888  -3.209  -67.380 8.99
1889  4.233 14.790  9.13
1890  3.785 15.682  5.29
1891  3.972 15.550  6.32
1892  9.603 5.965 25.45
1893  10.649  7.696 22.95
1894  10.611  7.687 23.02
1895  10.492  7.343 23.37
1896  10.625  7.604 23.07
1897  -15.653 27.744  1.17
1898  -15.773 26.074  3.98
1899  -14.331 27.227  0.16
1900  -14.728 26.318  1.79
1901  -15.595 27.051  1.74
1902  -14.259 27.361  -0.34
1903  -14.097 27.399  -0.78
1904  -13.897 27.445  -1.33
1905  -15.758 27.948  1.37
1906  -15.947 28.839  -1.84
1907  -14.709 26.375  1.72
1908  -15.509 27.496  1.01
1909  -14.336 27.224  0.18
1910  -13.342 27.929  -3.78
1911  -1.218  31.458  -13.42
1912  -0.994  31.702  -13.64
1913  58.267  56.305  -2.28
1914  58.334  56.347  -2.22
1915  55.417  50.430  1.40
1916  59.311  56.478  -1.95
1917  26.355  83.307  -67.60
1918  25.916  84.355  -65.48
1919  26.267  83.434  -67.31
1920  26.766  82.261  -67.38
1921  -3.045  16.607  -5.81
1922  -3.063  16.626  -5.91
1923  -3.046  16.632  -5.94
1924  -3.814  19.191  -11.33
1925  -3.252  17.464  -8.98
1926  -4.492  20.719  -13.14
1927  -6.579  21.030  -6.05
1928  -3.323  17.673  -9.54
1929  -5.326  21.046  -10.54
1930  -7.136  21.699  -5.45
1931  -4.506  20.748  -13.15
1932  -7.571  21.857  -4.55
1933  -7.528  21.842  -4.66
1934  -3.943  19.403  -11.69
1935  -4.341  20.487  -13.11
1936  -3.587  18.550  -10.61
1937  -3.403  18.085  -10.50
1938  -3.688  18.906  -10.90
1939  -3.930  19.409  -11.72
1940  -3.039  16.728  -6.40
1941  -3.422  18.215  -10.70
1942  -3.215  17.365  -8.72
1943  -4.378  20.244  -12.66
1944  -3.841  19.243  -11.42
1945  -4.928  21.057  -12.20
1946  -4.375  20.296  -12.75
1947  -5.894  20.635  -7.61
1948  -6.296  20.724  -6.57
1949  -4.319  20.039  -12.46
1950  -3.645  18.750  -10.71
1951  -4.089  19.713  -12.21
1952  -3.231  17.404  -8.82
1953  -3.436  18.132  -10.51
1954  7.388 9.269 21.13
1955  6.891 9.655 20.85
1956  4.386 22.094  -8.39
1957  4.529 22.062  -7.88
1958  5.288 21.893  -7.11
1959  40.048  48.295  0.23
1960  41.609  43.050  23.73
1961  39.820  48.919  -5.86
1962  41.254  45.294  14.05
1963  40.174  47.599  4.39
1964  41.329  45.110  14.74
1965  40.164  47.539  4.83
1966  40.050  48.276  0.42
1967  41.989  44.051  18.64
1968  40.728  47.063  4.76
1969  41.857  44.570  15.95
1970  -3.166  17.223  -8.30
1971  -4.306  16.520  -2.29
1972  -8.353  17.547  7.23
1973  -6.881  16.881  4.65
1974  -7.617  17.280  5.77
1975  -3.459  17.288  -8.24
1976  -3.608  17.321  -7.97
1977  -3.527  17.562  -8.83
1978  -3.529  17.628  -9.00
1979  -4.270  18.398  -8.58
1980  -4.275  18.404  -8.58
1981  -1.074  -62.729 -6.53
1982  -3.432  12.606  2.85
1983  -3.470  12.615  2.80
1984  67.908  123.134 -13.67
1985  64.038  127.156 -12.11
1986  70.644  127.248 -8.62
1987  66.595  123.543 -13.83
1988  65.603  124.236 -15.86
1989  60.676  124.802 -7.93
1990  71.470  127.333 -6.96
1991  60.563  121.844 -12.68
1992  60.333  120.244 -16.22
1993  62.626  129.883 -7.50
1994  61.356  128.890 -4.62
1995  61.839  129.703 -4.69
1996  63.535  129.209 -11.52
1997  64.489  126.028 -13.88
1998  63.746  127.954 -11.52
1999  61.126  127.368 -5.92
2000  70.106  125.925 -9.57
2001  59.929  118.883 -18.37
2002  59.969  117.418 -19.48
2003  65.029  124.817 -16.66
2004  60.590  123.450 -10.29
2005  0.694 13.221  5.83
2006  0.564 12.941  6.53
2007  0.567 12.925  6.58
2008  0.768 13.615  4.92
2009  0.021 15.581  -2.70
2010  -1.068  16.758  -6.22
2011  -0.951  16.732  -6.04
2012  -0.822  16.703  -5.86
2013  0.003 15.605  -2.75
2014  -0.558  17.351  -10.33
2015  -0.427  17.380  -10.42
2016  0.235 17.448  -9.60
2017  0.037 17.448  -9.96
2018  0.446 17.357  -8.90
2019  -0.128  17.404  -10.12
2020  0.562 17.253  -8.27
2021  1.006 17.155  -6.80
2022  -24.799 33.582  10.59
2023  -23.031 32.112  9.04
2024  -22.723 31.883  9.41
2025  -24.776 33.487  10.57
2026  -23.832 32.541  9.93
2027  -22.257 30.049  10.97
2028  -22.315 30.999  10.43
2029  1.229 26.661  -14.30
2030  1.251 26.530  -14.38
2031  0.874 27.330  -14.30
2032  0.841 27.556  -14.10
2033  0.557 25.079  -18.39
2034  1.304 26.179  -14.95
2035  1.085 27.066  -14.21
2036  1.245 25.595  -16.68
2037  -0.202  16.495  -5.31
2038  -0.446  16.580  -5.43
2039  -0.523  16.637  -5.64
2040  3.953 17.416  1.55
2041  3.663 18.286  -4.24
2042  3.759 17.794  -1.38
2043  3.677 18.511  -5.02
2044  10.138  15.472  11.72
2045  7.813 15.719  9.44
2046  8.960 16.665  6.25
2047  9.324 16.314  8.70
2048  8.712 16.452  6.54
2049  7.950 16.623  6.80
2050  47.695  0.031 47.29
2051  46.012  4.055 50.22
2052  47.306  0.373 47.14
2053  -1.841  18.937  -14.60
2054  -1.812  18.793  -14.22
2055  0.860 21.006  -18.10
2056  0.248 24.075  -20.36
2057  0.086 24.039  -20.72
2058  -1.024  24.728  -20.45
2059  -4.064  24.989  -18.07
2060  -4.631  24.863  -17.31
2061  -5.417  25.623  -15.92
2062  -0.044  24.011  -20.96
2063  -0.110  24.026  -21.02
2064  -3.475  24.772  -18.56
2065  -3.944  24.876  -18.13
2066  -4.383  24.974  -17.78
2067  -4.472  24.993  -17.63
2068  -5.046  25.121  -16.46
2069  -1.831  22.625  -20.94
2070  -1.905  22.709  -20.93
2071  -0.650  21.071  -20.47
2072  -1.158  21.894  -21.37
2073  -1.158  27.063  -16.18
2074  -1.225  27.489  -14.19
2075  -0.929  27.555  -13.99
2076  -1.243  26.147  -18.66
2077  -14.875 30.274  -9.08
2078  -12.413 32.161  -15.11
2079  -13.945 30.873  -11.34
2080  -13.284 31.656  -13.38
2081  -12.082 32.316  -14.65
2082  -13.527 31.271  -12.04
2083  -11.270 30.639  -10.31
2084  -12.219 29.542  -7.54
2085  -10.683 28.675  -7.90
2086  -12.419 29.329  -6.69
2087  -10.563 31.465  -11.70
2088  -11.226 30.250  -9.88
2089  -12.063 28.802  -6.93
2090  -12.219 29.701  -7.72
2091  -11.687 29.822  -9.16
2092  -11.427 28.426  -7.26
2093  -9.522  27.059  -7.89
2094  -2.228  27.267  -16.25
2095  -5.783  26.986  -15.59
2096  -5.986  27.367  -15.78
2097  -6.007  27.205  -15.73
2098  0.833 18.594  -11.96
2099  0.967 18.792  -12.09
2100  1.277 19.628  -14.19
2101  1.113 19.078  -12.75
2102  1.112 19.080  -12.76
2103  0.848 18.627  -11.98
2104  -5.413  21.884  -11.89
2105  -5.334  21.445  -11.37
2106  -5.312  21.488  -11.55
2107  -13.412 21.947  5.17
2108  -13.994 22.748  5.55
2109  -13.658 22.392  5.15
2110  1.618 21.395  -17.56
2111  1.324 19.968  -14.98
2112  1.552 21.107  -16.90
2113  1.513 20.861  -16.40
2114  1.633 21.770  -18.25
2115  1.446 20.600  -16.06
2116  1.655 21.581  -17.96
2117  1.474 22.476  -17.99
2118  -14.162 38.605  -19.71
2119  -13.730 39.640  -20.99
2120  -14.131 38.397  -19.58
2121  -13.904 39.279  -20.76
2122  -14.290 37.640  -19.86
2123  -7.919  28.568  -12.09
2124  -6.869  27.271  -16.05
2125  -6.837  27.177  -16.12
2126  -6.914  27.408  -15.92
2127  -1.282  25.765  -19.23
2128  -9.892  25.546  -5.45
2129  -9.179  25.873  -9.12
2130  -5.991  26.911  -15.54
2131  -5.844  26.900  -15.52
2132  -3.144  25.929  -18.02
2133  -4.396  26.378  -16.89
2134  -5.309  27.006  -16.14
2135  -5.613  26.939  -15.73
2136  -5.764  26.905  -15.56
2137  -3.563  25.954  -17.71
2138  -8.188  26.759  -13.21
2139  -7.832  26.954  -14.25
2140  -7.955  26.926  -13.88
2141  -4.440  26.479  -16.75
2142  -4.308  27.762  -15.54
2143  -4.597  27.414  -15.73
2144  -4.742  26.924  -16.42
2145  -6.119  19.750  -5.46
2146  -7.086  21.836  -5.95
2147  8.367 8.116 22.31
2148  8.974 8.252 22.71
2149  8.366 8.114 22.32
2150  -5.076  -60.331 -6.79
2151  -4.342  -59.725 -7.50
2152  -9.518  -65.307 17.01
2153  -5.497  -60.811 -6.02
2154  -5.530  -60.794 -6.01
2155  -5.393  -60.744 -6.26
2156  -5.308  -60.714 -6.35
2157  -5.624  -61.051 -5.24
2158  -5.856  -61.497 -3.60
2159  -10.316 -65.340 21.55
2160  -4.648  -59.922 -7.22
2161  -3.591  -58.947 -12.45
2162  -9.517  -65.299 16.98
2163  -8.460  -63.513 10.63
2164  -8.568  -63.537 10.95
2165  -8.605  -63.545 11.06
2166  -5.619  -61.145 -5.01
2167  -9.603  -65.116 16.61
2168  -10.102 -65.301 20.34
2169  -8.140  -62.971 8.43
2170  -9.548  -65.193 16.68
2171  -10.088 -65.314 20.30
2172  -10.344 -65.372 21.77
2173  -6.697  -62.343 2.23
2174  -8.349  -63.413 10.16
2175  -3.454  -58.811 -13.43
2176  -8.168  -63.021 8.65
2177  -9.259  -64.647 13.15
2178  -5.302  -60.656 -6.44
2179  -6.772  -62.398 2.67
2180  -4.052  -59.335 -8.92
2181  -6.552  -62.370 1.93
2182  -6.793  -62.423 2.81
2183  -5.811  -61.432 -3.86
2184  -5.211  -60.516 -6.62
2185  -9.192  -64.395 12.44
2186  -6.084  -61.761 -2.42
2187  -7.278  -62.933 5.18
2188  -8.845  -64.021 11.65
2189  -8.783  -61.161 4.01
2190  -12.738 -67.454 32.01
2191  -13.466 -68.725 29.46
2192  -13.655 -68.682 29.91
2193  -12.654 -67.331 31.95
2194  -13.158 -68.078 29.75
2195  -13.212 -68.177 29.12
2196  -12.701 -69.774 29.08
2197  -10.909 -66.141 24.66
2198  -12.278 -70.838 27.67
2199  -11.537 -67.393 28.06
2200  -11.085 -66.392 25.99
2201  -12.585 -69.069 29.03
2202  -11.616 -67.709 28.26
2203  -10.415 -65.418 22.17
2204  -12.534 -68.938 29.17
2205  -11.333 -67.032 27.71
2206  -12.595 -70.362 27.57
2207  -12.466 -68.725 29.53
2208  -12.478 -68.590 29.74
2209  -12.573 -70.187 27.69
2210  -11.339 -67.053 27.71
2211  -12.223 -68.290 29.65
2212  -11.019 -66.242 25.26
2213  -12.707 -69.617 29.16
2214  -11.685 -67.830 28.44
2215  -12.629 -69.481 28.81
2216  13.629  106.032 -13.08
2217  13.712  106.012 -13.36
2218  14.382  105.858 -15.84
2219  14.438  105.845 -16.09
2220  15.225  105.662 -19.20
2221  15.288  105.647 -19.44
2222  -0.073  26.197  -17.31
2223  0.067 25.857  -17.48
2224  -5.218  29.835  -15.22
2225  0.584 15.092  -1.43
2226  0.345 15.510  -2.80
2227  0.386 15.690  -3.23
2228  -15.970 -64.711 21.57
2229  -16.004 -64.725 21.27
2230  -15.117 -65.021 25.81
2231  -15.058 -65.007 25.93
2232  -15.013 -64.997 26.02
2233  -14.986 -64.991 26.07
2234  -14.948 -64.982 26.15
2235  -13.209 -65.192 28.33
2236  -13.139 -65.208 28.02
2237  -13.126 -65.211 27.96
2238  -12.468 -65.133 24.58
2239  -2.879  -56.719 -15.94
2240  26.463  90.918  -47.94
2241  -21.906 43.989  -0.34
2242  -21.861 44.252  -0.38
2243  -21.457 43.574  -2.22
2244  -5.976  -61.524 -3.38
2245  -6.105  -61.552 -3.20
2246  -11.765 -71.593 27.59
2247  -11.627 -72.128 28.26
2248  -11.807 -72.169 29.74
2249  -11.964 -72.203 31.23
2250  -11.594 -72.025 27.80
2251  -11.845 -71.458 27.74
2252  -12.019 -71.211 28.16
2253  10.680  4.787 22.07
2254  -4.652  -74.292 17.91
2255  -4.747  -77.060 9.83
2256  -4.481  -77.425 9.85
2257  -4.723  -77.150 9.88
2258  -4.475  -74.587 16.97
2259  -4.928  -75.475 12.66
2260  -4.945  -76.200 11.06
2261  -4.718  -74.898 15.22
2262  -4.548  -73.597 20.10
2263  -4.805  -75.234 13.69
2264  -4.953  -76.387 10.64
2265  -4.753  -74.989 14.79
2266  -4.487  -74.128 18.85
2267  -5.027  -75.685 12.00
2268  0.068 21.948  -19.85
2269  1.147 20.007  -15.29
2270  0.673 20.793  -18.08
2271  0.357 21.117  -18.81
2272  0.933 20.487  -16.97
2273  0.200 21.259  -19.15
2274  -6.693  -61.682 -1.61
2275  -6.791  -61.704 -1.12
2276  -6.847  -61.717 -0.81
2277  -7.407  -61.841 1.94
2278  -7.522  -61.867 2.39
2279  -7.560  -61.875 2.53
2280  -7.837  -61.937 3.61
2281  -8.047  -61.983 4.53
2282  -7.977  -62.058 4.55
2283  -8.016  -62.050 4.67
2284  -8.428  -61.958 5.77
2285  -3.774  -57.239 -14.45
2286  48.282  -0.626  47.97
2287  -16.545 33.374  -11.16
2288  -16.553 33.351  -11.09
2289  4.430 18.344  -4.44
2290  5.994 11.321  18.51
2291  6.006 11.367  18.39
2292  6.020 11.445  18.22
2293  6.001 11.326  18.50
2294  4.930 22.908  -8.70
2295  4.815 22.934  -9.05
2296  4.816 23.869  -9.42
2297  4.719 23.197  -9.69
2298  -6.031  23.734  -14.13
2299  12.264  105.912 -10.99
2300  17.532  104.697 -26.84
2301  17.538  104.689 -26.89
2302  -12.948 38.507  -21.68
2303  5.374 -70.656 -2.06
2304  6.219 -68.127 -9.90
2305  -3.539  22.301  -17.44
2306  -3.685  23.772  -18.04
2307  -3.445  23.202  -18.56
2308  -3.463  21.029  -14.31
2309  -3.489  22.378  -17.75
2310  -3.373  19.349  -12.95
2311  -3.424  23.159  -18.63
2312  -2.890  17.334  -8.49
2313  -3.459  20.947  -14.26
2314  -3.602  22.101  -16.79
2315  -2.776  17.795  -10.00
2316  -3.433  20.363  -14.05
2317  -3.586  21.758  -15.80
2318  -3.398  19.523  -13.21
2319  -3.421  20.284  -14.02
2320  -3.088  18.661  -12.19
2321  -2.787  18.221  -11.32
2322  -3.016  17.189  -8.13
2323  -3.204  18.800  -12.24
2324  -3.396  19.527  -13.22
2325  -2.774  18.071  -10.90
2326  -2.949  17.306  -8.45
2327  -3.380  20.466  -14.21
2328  -3.431  23.109  -18.63
2329  -3.356  19.135  -12.54
2330  -3.658  23.929  -18.13
2331  -3.473  22.451  -17.91
2332  -3.248  20.046  -14.39
2333  -3.458  21.011  -14.30
2334  -3.233  18.841  -12.25
2335  -3.410  19.563  -13.24
2336  -2.814  17.496  -8.96
2337  -2.790  17.990  -10.66
2338  10.365  -9.712  31.80
2339  10.305  -9.735  31.88
2340  9.882 -9.309  32.49
2341  10.704  -9.245  31.70
2342  10.618  -9.225  31.69
2343  -1.730  20.645  -19.37
2344  -1.525  20.009  -18.18
2345  -0.960  20.211  -19.31
2346  -0.400  19.280  -16.27
2347  -0.393  19.258  -16.20
2348  -0.936  20.073  -18.98
2349  -1.454  19.958  -18.15
2350  -1.844  20.807  -19.49
2351  -0.553  19.449  -16.88
2352  3.252 20.811  -10.99
2353  1.942 19.831  -13.96
2354  2.443 20.655  -14.24
2355  2.491 20.832  -14.66
2356  2.645 20.866  -14.30
2357  -1.329  -74.826 19.16
2358  -1.031  -75.089 18.59
2359  -3.007  -73.330 20.28
2360  -3.311  -73.221 20.78
2361  -3.425  -73.180 20.97
2362  -0.433  -76.111 17.26
2363  -0.448  -76.654 16.27
2364  -0.542  -76.016 17.51
2365  -2.490  -73.634 19.61
2366  -2.337  -73.822 19.57
2367  -3.434  -73.178 20.99
2368  -2.098  -74.321 19.68
2369  -2.356  -74.079 19.85
2370  -2.161  -74.122 19.71
2371  -0.846  -75.483 18.23
2372  -0.579  -75.907 17.84
2373  -0.448  -76.833 16.27
2374  -2.407  -73.767 19.59
2375  -3.474  -73.068 20.91
2376  -2.476  -73.685 19.62
2377  -3.074  -73.203 20.24
2378  -3.483  -73.113 20.99
2379  -3.171  -73.182 20.41
2380  -1.287  -74.861 19.12
2381  2.038 26.950  -13.03
2382  2.167 26.868  -12.86
2383  2.309 -69.329 7.23
2384  -3.166  -59.944 -11.79
2385  -1.411  -61.718 -7.56
2386  -1.027  -62.697 -6.64
2387  1.260 -66.869 1.21
2388  0.898 -66.998 1.90
2389  0.087 -67.288 4.13
2390  -2.647  -60.789 -10.33
2391  -3.065  -60.271 -11.21
2392  -0.451  -64.645 -2.61
2393  -2.977  -60.436 -10.91
2394  2.208 -69.522 8.24
2395  -1.369  -61.945 -7.36
2396  -0.361  -63.961 -4.31
2397  -1.254  -62.107 -7.29
2398  -1.283  -62.106 -7.28
2399  -0.239  -65.816 0.23
2400  -0.320  -66.635 2.63
2401  0.870 -66.899 1.66
2402  -0.628  -63.219 -5.73
2403  -0.328  -63.747 -4.89
2404  -0.646  -63.091 -5.98
2405  -0.447  -64.617 -2.69
2406  -0.303  -65.705 0.01
2407  -0.416  -65.165 -1.30
2408  -1.143  -62.266 -7.25
2409  -0.321  -66.026 0.96
2410  -0.475  -64.732 -2.36
2411  0.869 -66.885 1.63
2412  -0.325  -66.622 2.60
2413  1.748 -67.009 0.51
2414  0.919 -67.191 2.42
2415  0.722 -67.234 2.83
2416  0.563 -67.269 3.20
2417  0.529 -67.276 3.28
2418  0.375 -67.310 3.67
2419  0.255 -67.337 3.98
2420  -1.739  -61.463 -8.08
2421  -3.071  -60.164 -11.44
2422  -0.311  -63.833 -4.69
2423  -0.222  -66.737 2.81
2424  -1.923  -61.348 -8.57
2425  -2.689  -60.738 -10.41
2426  -2.627  -60.725 -10.49
2427  -2.075  -61.207 -9.16
2428  -0.918  -62.764 -6.56
2429  -1.116  -62.608 -6.77
2430  -0.959  -62.890 -6.22
2431  -0.312  -63.868 -4.60
2432  -0.374  -64.456 -3.17
2433  -0.369  -65.318 -0.96
2434  -0.309  -65.907 0.61
2435  -0.228  -66.725 2.78
2436  1.799 27.000  -13.38
2437  1.761 27.352  -13.36
2438  -1.055  10.696  7.52
2439  -1.042  10.701  7.54
2440  -1.142  10.678  7.41
2441  -1.272  10.650  7.18
2442  -0.601  10.323  8.08
2443  48.825  7.298 48.56
2444  10.676  -9.596  31.72
2445  9.119 5.139 23.50
2446  14.472  1.091 22.17
2447  8.714 6.324 23.77
2448  12.646  -7.817  30.47
2449  17.001  -1.350  27.79
2450  10.961  4.678 21.06
2451  8.722 6.164 23.83
2452  12.458  -8.081  30.83
2453  17.017  -1.483  27.86
2454  5.421 6.522 18.14
2455  6.343 6.727 20.28
2456  13.250  -7.021  29.07
2457  13.750  -5.735  28.30
2458  15.439  0.725 22.28
2459  10.544  -10.094 31.80
2460  16.958  -0.403  27.17
2461  13.963  -5.315  28.23
2462  11.435  -8.957  31.66
2463  14.433  1.121 22.19
2464  17.056  -1.110  27.72
2465  11.384  4.123 20.29
2466  10.528  -10.140 31.83
2467  11.074  -9.329  31.75
2468  13.380  -6.641  28.68
2469  11.656  3.630 21.01
2470  15.694  0.440 22.80
2471  8.972 5.447 23.41
2472  11.796  -8.558  31.37
2473  18.609  32.018  6.70
2474  16.508  32.868  2.77
2475  18.333  33.790  4.73
2476  18.003  31.142  6.32
2477  19.941  30.436  9.08
2478  19.676  30.372  8.82
2479  18.582  31.939  6.67
2480  15.972  32.555  2.45
2481  18.096  30.928  6.66
2482  19.270  32.709  6.91
2483  18.583  31.980  6.66
2484  29.115  31.151  15.25
2485  18.302  33.876  4.66
2486  17.906  33.970  4.19
2487  19.538  33.144  7.06
2488  22.734  32.106  9.28
2489  20.825  30.463  9.41
2490  21.718  31.179  9.90
2491  -1.877  16.124  -3.70
2492  -1.903  16.008  -3.29
2493  -6.533  -55.899 -16.64
2494  -7.700  -56.372 -12.98
2495  -3.106  11.742  3.51
2496  47.341  6.006 48.72
2497  -0.124  10.902  8.80
2498  -0.118  12.007  7.44
2499  -1.224  13.334  5.72
2500  -1.067  9.277 11.24
2501  -0.061  11.642  8.07
2502  -0.844  12.612  6.65
2503  -0.144  10.898  8.75
2504  -2.806  10.312  4.88
2505  -0.506  10.302  8.16
2506  -1.073  9.256 11.28
2507  -0.114  10.936  8.85
2508  -0.822  12.904  6.27
2509  -0.855  9.805 10.17
2510  -0.709  10.055  9.12
2511  -0.835  10.027  9.25
2512  -0.802  9.649 10.64
2513  -0.921  9.675 10.53
2514  54.528  41.048  10.33
2515  55.968  42.769  8.37
2516  -17.898 20.139  16.76
2517  -18.580 22.108  13.34
2518  -17.653 18.650  18.08
2519  -18.001 20.874  14.64
2520  -18.209 21.759  12.78
2521  -18.115 21.565  12.85
2522  -29.446 22.555  32.61
2523  -30.520 26.109  34.53
2524  -28.833 21.892  31.96
2525  -30.661 26.627  34.56
2526  7.705 -65.832 -13.92
2527  3.964 -67.315 -4.94
2528  5.144 20.055  -7.26
2529  5.259 24.704  -8.90
2530  4.794 20.257  -7.89
2531  0.544 17.907  -10.93
2532  5.153 19.563  -6.45
2533  4.945 19.165  -5.72
2534  4.219 22.056  -8.91
2535  4.268 21.467  -8.22
2536  4.904 20.109  -7.75
2537  2.480 18.247  -5.70
2538  5.064 19.854  -7.25
2539  4.294 21.216  -8.63
2540  4.317 21.174  -8.67
2541  4.351 18.574  -5.29
2542  4.002 18.651  -5.66
2543  4.693 20.386  -8.03
2544  4.993 19.933  -7.50
2545  4.197 22.136  -9.22
2546  1.058 17.862  -9.46
2547  4.306 21.235  -8.57
2548  4.190 22.144  -9.27
2549  1.531 18.052  -8.33
2550  4.143 22.213  -9.62
2551  4.429 20.713  -8.69
2552  4.240 21.922  -8.51
2553  4.944 19.162  -5.71
2554  4.438 20.528  -8.53
2555  2.518 18.260  -5.63
2556  4.963 19.207  -5.81
2557  7.056 2.432 25.47
2558  7.856 2.391 26.06
2559  9.312 18.243  3.64
2560  7.951 17.743  4.45
2561  8.971 18.537  1.92
2562  7.206 18.141  2.66
2563  9.194 18.656  2.04
2564  8.828 18.791  1.16
2565  9.210 18.210  3.47
2566  9.415 19.099  1.48
2567  23.804  89.565  -55.72
2568  -2.874  -67.499 8.98
2569  -2.878  -67.307 8.65
2570  -19.941 -57.824 16.07
2571  -23.185 -57.605 14.86
2572  -27.107 -58.600 18.12
2573  -27.204 -58.625 18.19
2574  -15.615 -57.452 5.72
2575  -15.101 -57.113 3.75
2576  -16.830 -57.515 8.09
2577  -16.865 -57.523 8.26
2578  -19.980 -57.861 16.12
2579  -25.905 -57.832 16.66
2580  -24.386 -57.186 13.61
2581  -24.833 -57.298 14.41
2582  -25.024 -57.347 14.76
2583  -14.910 -56.897 2.65
2584  -19.055 -57.321 13.76
2585  -19.095 -57.330 13.91
2586  -19.547 -57.438 15.25
2587  -19.600 -57.451 15.33
2588  -21.310 -57.863 15.66
2589  -21.362 -57.876 15.63
2590  -21.578 -57.928 15.49
2591  -21.611 -57.936 15.48
2592  -17.685 -57.688 11.47
2593  -17.728 -57.678 11.55
2594  -18.564 -57.481 13.10
2595  -19.023 -57.372 13.84
2596  -19.396 -57.283 14.57
2597  -22.673 -57.925 15.71
2598  -22.754 -57.906 15.69
2599  -25.019 -57.340 14.73
2600  -26.800 -58.321 17.41
2601  -1.739  -60.589 -10.00
2602  -1.740  -60.563 -10.06
2603  -1.529  -52.639 -22.90
2604  -1.492  -52.713 -22.86
2605  -1.468  -52.718 -22.88
2606  -0.116  -53.766 -25.14
2607  1.035 -54.705 -26.87
2608  1.068 -54.712 -26.91
2609  1.224 -54.908 -26.89
2610  -1.011  -53.244 -23.29
2611  -0.945  -53.229 -23.36
2612  -0.891  -53.219 -23.41
2613  -0.432  -53.664 -24.27
2614  -0.373  -53.677 -24.40
2615  0.644 -54.317 -26.72
2616  -5.461  -56.869 -14.47
2617  -9.833  -70.851 27.39
2618  -7.732  -65.706 12.57
2619  -4.134  -61.587 -5.45
2620  -9.121  -70.127 26.61
2621  -10.026 -70.942 27.38
2622  -10.283 -71.038 27.11
2623  -9.080  -68.295 23.37
2624  -7.851  -67.116 17.86
2625  -7.840  -67.119 17.85
2626  -7.820  -67.123 17.81
2627  -8.833  -67.666 21.37
2628  -4.975  -62.739 -3.74
2629  -4.931  -62.730 -3.89
2630  -4.861  -62.714 -4.12
2631  -9.060  -68.284 23.29
2632  -9.067  -68.282 23.31
2633  -7.659  -65.583 11.87
2634  -4.008  -61.500 -5.87
2635  -5.709  -63.693 0.96
2636  -5.582  -63.901 1.54
2637  -5.586  -64.312 3.67
2638  -5.638  -64.323 3.85
2639  -5.700  -64.337 4.05
2640  -5.927  -64.387 4.81
2641  -6.683  -64.555 7.38
2642  -6.753  -64.570 7.58
2643  -6.799  -64.580 7.71
2644  -6.821  -64.585 7.77
2645  -6.922  -64.608 8.05
2646  -6.982  -64.621 8.21
2647  -7.010  -64.627 8.28
2648  -7.038  -64.633 8.36
2649  -7.063  -64.639 8.43
2650  -7.087  -64.644 8.49
2651  -7.117  -64.651 8.57
2652  -7.144  -64.657 8.64
2653  -9.071  -69.718 26.24
2654  -4.978  -62.724 -3.75
2655  -4.927  -62.735 -3.89
2656  -4.851  -62.752 -4.10
2657  -5.612  -64.193 3.12
2658  -6.048  -64.290 4.62
2659  -7.582  -66.191 14.94
2660  -5.816  -64.482 5.02
2661  -6.503  -64.329 6.10
2662  -10.017 -70.944 27.38
2663  -5.619  -64.019 2.23
2664  -5.598  -63.255 -0.75
2665  -8.962  -67.936 22.37
2666  -8.985  -67.941 22.45
2667  -5.728  -63.567 0.59
2668  -7.346  -65.073 9.93
2669  -8.921  -69.364 25.13
2670  -8.938  -69.368 25.19
2671  -8.943  -69.369 25.20
2672  -7.572  -66.460 16.15
2673  -10.384 -71.129 26.83
2674  -4.279  -61.867 -5.13
2675  -4.335  -61.880 -5.08
2676  -4.373  -61.888 -5.06
2677  -4.404  -61.895 -5.04
2678  -8.863  -67.610 21.33
2679  -4.383  -61.996 -5.17
2680  -5.760  -63.631 0.91
2681  -5.734  -63.626 0.80
