ID  Lat Lon EGM96_h
2682  -5.694  -63.617 0.63
2683  -8.765  -69.068 23.91
2684  -4.646  -62.079 -4.98
2685  -7.623  -65.482 11.40
2686  -9.334  -70.378 26.77
2687  -5.590  -63.307 -0.66
2688  -7.679  -66.931 17.40
2689  -10.619 -71.527 26.01
2690  -8.900  -68.640 23.27
2691  -4.502  -70.539 19.67
2692  -4.597  -70.711 20.31
2693  -5.069  -71.325 21.65
2694  -3.014  -57.624 -13.86
2695  45.635  4.807 50.04
2696  45.626  4.815 50.03
2697  -8.996  -60.758 3.27
2698  -7.593  -60.707 -0.58
2699  -10.733 -60.429 7.29
2700  -11.065 -60.504 9.15
2701  -11.147 -60.522 9.67
2702  -11.191 -60.533 9.95
2703  -11.163 39.182  -24.16
2704  -11.141 39.297  -24.00
2705  -14.686 35.869  -14.74
2706  -11.437 35.909  -17.75
2707  -12.655 37.122  -22.07
2708  -11.450 37.782  -24.07
2709  -12.229 37.960  -23.72
2710  -11.705 36.364  -20.43
2711  -11.277 38.678  -25.10
2712  -11.655 37.310  -23.59
2713  -12.641 37.085  -22.02
2714  -10.973 39.543  -23.94
2715  -11.328 38.320  -25.13
2716  -8.430  36.345  -19.66
2717  -7.567  35.035  -16.88
2718  -8.017  39.028  -26.82
2719  -8.281  37.065  -21.71
2720  -8.394  37.113  -21.62
2721  -7.748  38.193  -25.58
2722  -8.001  38.872  -26.40
2723  -8.049  39.061  -26.89
2724  -0.589  22.182  -20.59
2725  -0.323  20.333  -18.88
2726  -0.349  20.429  -19.12
2727  -0.983  23.037  -21.35
2728  -0.040  18.401  -12.71
2729  -0.249  19.226  -16.01
2730  -0.224  20.221  -18.43
2731  -0.203  19.577  -16.71
2732  -0.239  19.292  -16.17
2733  -0.138  18.803  -14.45
2734  -0.219  20.231  -18.45
2735  -0.040  18.400  -12.71
2736  -0.217  19.374  -16.32
2737  -0.202  18.858  -14.68
2738  -0.880  20.456  -19.82
2739  -0.729  20.294  -19.40
2740  -0.499  20.169  -18.82
2741  4.927 12.623  14.72
2742  4.471 11.870  15.56
2743  5.326 11.121  18.53
2744  5.799 11.292  18.30
2745  4.993 12.972  14.14
2746  3.773 10.074  15.52
2747  4.124 10.932  15.62
2748  3.616 9.860 16.36
2749  4.122 10.908  15.65
2750  5.723 11.264  18.32
2751  5.800 11.281  18.34
2752  0.530 16.657  -6.12
2753  0.470 16.781  -6.72
2754  -1.242  16.796  -6.50
2755  1.442 16.202  -2.17
2756  1.696 16.146  -1.44
2757  1.892 16.102  -1.10
2758  2.030 16.072  -0.96
2759  1.349 16.362  -3.07
2760  1.422 16.272  -2.51
2761  2.063 16.061  -0.92
2762  2.150 16.081  -0.92
2763  2.375 16.131  -0.82
2764  2.878 16.242  0.16
2765  -4.027  22.192  -15.33
2766  -4.971  23.488  -15.73
2767  -6.447  23.910  -13.01
2768  -5.006  23.763  -15.77
2769  -5.375  23.896  -15.46
2770  -3.976  21.143  -14.51
2771  -3.996  22.266  -15.54
2772  -4.241  23.080  -16.60
2773  -4.150  23.100  -16.80
2774  -4.974  23.501  -15.73
2775  -3.982  22.079  -15.34
2776  -4.112  20.803  -14.00
2777  -3.973  21.967  -15.22
2778  -4.169  20.627  -13.62
2779  -3.971  21.843  -15.05
2780  -4.239  23.071  -16.58
2781  -4.123  23.046  -16.72
2782  -4.272  20.472  -13.21
2783  -6.396  23.891  -13.19
2784  -4.157  22.949  -16.39
2785  -4.061  21.532  -14.66
2786  -3.996  21.264  -14.59
2787  -4.053  22.579  -15.80
2788  -3.967  21.123  -14.50
2789  47.577  5.774 47.92
2790  47.840  -0.164  47.48
2791  6.403 -7.285  30.24
2792  7.356 -7.072  30.81
2793  7.521 -7.035  30.85
2794  7.611 -7.015  30.86
2795  5.644 -6.519  28.57
2796  6.461 -7.355  30.43
2797  -21.181 31.328  5.45
2798  -21.228 31.666  5.78
2799  -21.573 33.017  3.24
2800  -21.334 32.226  5.67
2801  -21.393 32.642  4.39
2802  -21.539 33.110  3.01
2803  -21.388 33.576  1.99
2804  -21.289 34.107  0.81
2805  -21.167 34.457  -0.21
2806  34.527  -5.918  40.67
2807  34.512  -5.900  40.74
2808  34.470  -5.887  40.97
2809  49.063  1.475 44.96
2810  0.899 30.156  -12.54
2811  0.321 29.541  -8.42
2812  -0.025  29.618  -8.35
2813  11.851  -10.680 33.20
2814  11.745  -10.756 33.44
2815  15.625  -13.182 33.17
2816  16.565  -15.252 31.47
2817  14.710  -12.034 30.13
2818  2.060 42.243  -29.91
2819  0.059 42.735  -33.77
2820  0.223 42.771  -33.81
2821  0.026 42.697  -33.67
2822  1.805 42.303  -30.06
2823  1.880 42.287  -30.00
2824  1.961 42.269  -29.96
2825  2.056 42.248  -29.92
2826  2.227 42.210  -29.86
2827  2.261 42.202  -29.84
2828  -16.867 35.295  -11.51
2829  -16.679 35.251  -11.28
2830  1.636 -64.878 -3.07
2831  2.109 -66.439 -2.04
2832  2.088 -66.215 -2.01
2833  12.576  4.354 19.93
2834  13.083  5.173 19.63
2835  11.405  4.127 20.24
2836  11.610  4.174 19.87
2837  12.700  4.423 19.98
2838  -2.684  -66.822 7.82
2839  -3.281  -59.985 -11.47
2840  -3.857  -61.688 -5.93
2841  -3.449  -68.870 14.72
2842  -3.398  -68.533 13.07
2843  -3.612  -61.002 -8.04
2844  -3.340  -68.115 11.43
2845  -3.326  -60.214 -10.85
2846  -2.497  -65.375 3.01
2847  -2.844  -67.719 9.46
2848  -3.848  -62.491 -6.33
2849  -3.969  -69.413 17.21
2850  -4.095  -69.385 17.48
2851  -3.735  -61.561 -6.43
2852  -4.050  -63.096 -5.24
2853  -3.249  -64.741 1.22
2854  -3.819  -63.922 -2.04
2855  -3.962  -62.948 -5.63
2856  -2.909  -65.158 2.55
2857  -3.356  -64.518 0.33
2858  -4.014  -69.448 17.37
2859  -3.917  -62.881 -5.78
2860  -2.398  -66.483 6.79
2861  -2.517  -66.140 6.14
2862  -2.392  -66.168 6.08
2863  -3.341  -68.127 11.47
2864  -3.337  -60.222 -10.81
2865  -4.263  -69.503 18.10
2866  -2.751  -67.526 8.97
2867  -4.388  -69.795 18.57
2868  -3.956  -61.796 -5.64
2869  -3.449  -68.809 14.45
2870  -3.588  -60.875 -8.38
2871  -3.927  -63.227 -4.79
2872  -3.901  -62.243 -6.19
2873  -3.762  -62.274 -6.37
2874  -3.339  -64.534 0.39
2875  -3.871  -63.687 -3.00
2876  -2.555  -65.799 4.92
2877  -2.495  -65.427 3.24
2878  -2.701  -65.382 3.25
2879  -2.583  -67.242 8.35
2880  43.792  67.285  -39.15
2881  -1.184  39.974  -28.12
2882  -6.424  -58.092 -10.22
2883  -2.383  -54.957 -20.49
2884  -4.392  -56.144 -19.56
2885  -3.203  -55.211 -17.86
2886  -6.417  -58.029 -10.41
2887  -4.645  -56.330 -18.68
2888  -5.501  -57.072 -13.99
2889  -5.845  -57.502 -12.60
2890  -2.500  -55.086 -19.66
2891  -2.546  -55.096 -19.40
2892  -2.585  -55.105 -19.19
2893  -2.631  -55.115 -18.94
2894  -2.652  -55.120 -18.84
2895  -2.693  -55.129 -18.64
2896  -2.738  -55.139 -18.45
2897  -2.807  -55.154 -18.18
2898  -2.937  -55.183 -17.83
2899  -3.006  -55.198 -17.75
2900  -3.134  -55.227 -17.77
2901  -3.168  -55.234 -17.82
2902  -3.207  -55.243 -17.89
2903  -3.248  -55.252 -17.99
2904  -3.289  -55.261 -18.09
2905  -3.327  -55.270 -18.21
2906  -3.893  -55.559 -20.38
2907  -5.552  -57.118 -13.79
2908  -4.121  -55.727 -20.56
2909  -5.204  -56.925 -15.19
2910  8.588 10.376  20.28
2911  7.997 10.838  19.55
2912  12.725  14.714  13.36
2913  10.535  15.150  12.43
2914  12.915  14.562  13.45
2915  -8.166  -57.705 -8.02
2916  -8.306  -57.674 -7.83
2917  -9.688  -55.883 -8.95
2918  -8.969  -57.159 -7.71
2919  -10.937 -55.850 -9.46
2920  -9.375  -56.716 -5.67
2921  -9.421  -56.542 -5.54
2922  -8.169  -57.699 -8.04
2923  -9.621  -55.943 -8.70
2924  36.739  42.756  16.91
2925  32.821  45.104  -5.54
2926  35.845  43.318  12.85
2927  30.765  47.661  -15.51
2928  34.523  43.760  4.36
2929  32.671  45.317  -6.96
2930  30.324  48.259  -15.82
2931  33.016  44.695  -3.68
2932  36.503  42.844  15.97
2933  11.398  -9.900  32.48
2934  11.366  -10.330 32.68
2935  11.414  -9.406  31.99
2936  -1.295  -56.899 -20.10
2937  -1.537  -56.234 -19.40
2938  -1.491  -56.306 -19.46
2939  0.601 25.738  -17.20
2940  -0.587  22.181  -20.58
2941  -0.927  22.941  -21.38
2942  -0.309  21.265  -20.20
2943  -0.980  23.038  -21.35
2944  -0.600  22.264  -20.65
2945  -1.017  23.292  -21.22
2946  -0.303  21.148  -20.09
2947  -0.630  22.288  -20.72
2948  -0.540  22.031  -20.48
2949  -19.691 44.781  -7.31
2950  -0.957  18.198  -13.51
2951  -2.141  -59.241 -14.69
2952  -2.250  -59.013 -15.16
2953  -2.307  -58.559 -15.55
2954  -2.390  -58.264 -15.79
2955  -2.483  -58.244 -15.81
2956  -1.542  -59.827 -12.59
2957  -1.532  -59.890 -12.35
2958  -2.572  -57.899 -15.68
2959  1.110 -69.757 12.77
2960  0.093 -67.433 4.58
2961  0.109 -68.087 7.37
2962  1.326 -72.042 20.42
2963  0.422 -68.942 10.42
2964  0.422 -68.885 10.30
2965  1.655 -72.398 20.43
2966  1.125 -70.534 15.34
2967  1.135 -70.736 16.25
2968  1.212 -70.719 16.04
2969  1.356 -72.021 20.34
2970  1.375 -72.120 20.53
2971  0.087 -67.374 4.40
2972  0.119 -68.157 7.72
2973  0.339 -68.755 10.02
2974  1.066 -69.802 12.98
2975  1.174 -70.009 13.30
2976  1.114 -70.022 13.50
2977  1.043 -70.038 13.71
2978  1.030 -71.231 18.16
2979  0.024 17.727  -10.73
2980  3.695 28.793  -10.94
2981  3.177 18.622  -5.27
2982  -5.374  -74.133 17.82
2983  -5.056  -74.000 18.51
2984  -10.556 -73.974 26.77
2985  -7.077  -75.192 15.29
2986  -7.227  -75.159 15.09
2987  -9.131  -74.441 19.35
2988  -4.703  -73.563 19.96
2989  -6.032  -74.706 15.78
2990  -10.434 -74.014 26.16
2991  -5.771  -74.412 16.65
2992  -7.948  -74.895 14.95
2993  3.698 23.905  -10.87
2994  3.532 25.359  -10.77
2995  3.363 29.275  -10.55
2996  3.704 27.546  -11.12
2997  3.862 22.994  -10.75
2998  3.722 25.982  -10.76
2999  3.726 23.965  -10.84
3000  3.828 23.438  -10.76
3001  3.494 24.795  -10.99
3002  3.283 29.588  -10.70
3003  3.969 22.581  -10.63
3004  3.598 26.945  -11.00
3005  3.478 24.624  -11.04
3006  3.572 25.747  -10.78
3007  3.739 28.051  -11.14
3008  3.582 28.963  -10.84
3009  3.695 27.858  -11.16
3010  3.985 26.559  -10.75
3011  3.890 26.753  -10.84
3012  3.706 27.553  -11.12
3013  3.583 28.818  -10.94
3014  3.500 25.229  -10.84
3015  3.699 27.645  -11.14
3016  3.665 26.107  -10.83
3017  3.879 23.142  -10.71
3018  3.775 23.732  -10.82
3019  3.487 24.630  -11.03
3020  3.707 24.115  -10.83
3021  3.837 23.270  -10.75
3022  3.584 28.803  -10.95
3023  3.426 25.112  -10.98
3024  3.272 29.613  -10.73
3025  3.769 27.326  -11.10
3026  3.617 28.252  -11.15
3027  3.703 25.903  -10.73
3028  3.567 26.804  -10.97
3029  -2.122  26.355  -17.98
3030  -2.561  27.193  -16.03
3031  -2.092  26.335  -18.05
3032  -1.727  -62.743 -5.93
3033  -1.740  -62.719 -5.99
3034  3.469 -60.881 -15.47
3035  3.564 -63.166 -10.19
3036  3.490 -63.150 -10.13
3037  3.489 -63.150 -10.13
3038  3.451 -60.986 -15.19
3039  3.326 -61.632 -13.83
3040  3.416 -63.049 -10.44
3041  -10.757 -73.342 27.15
3042  -10.745 -73.654 26.84
3043  -11.957 -72.922 31.19
3044  -11.983 -72.927 31.33
3045  -27.041 26.590  28.82
3046  57.442  41.760  10.22
3047  57.429  41.781  10.16
3048  57.430  42.697  9.36
3049  57.431  42.716  9.36
3050  54.356  48.433  2.79
3051  55.502  49.052  2.98
3052  56.103  44.435  7.53
3053  56.043  44.681  7.18
3054  59.111  37.908  13.64
3055  6.101 0.206 25.95
3056  10.982  0.978 22.53
3057  5.653 24.340  -7.79
3058  8.728 -1.318  25.28
3059  8.657 -0.987  25.07
3060  9.011 -1.118  24.81
3061  9.888 -2.762  26.20
3062  11.117  -2.793  25.84
3063  11.244  -2.822  25.95
3064  11.324  -2.840  26.02
3065  8.866 -1.123  24.93
3066  3.437 31.656  -13.92
3067  13.335  32.621  -1.55
3068  9.671 31.786  -7.75
3069  6.550 31.406  -12.01
3070  9.393 31.260  -7.72
3071  5.610 31.810  -12.78
3072  5.465 31.778  -12.77
3073  4.959 31.665  -13.16
3074  10.687  32.278  -5.78
3075  9.866 32.088  -7.24
3076  11.385  32.678  -4.45
3077  9.456 30.803  -6.74
3078  -6.513  -52.301 -21.27
3079  -7.007  -52.411 -20.75
3080  -8.187  -52.673 -18.83
3081  -8.196  -52.675 -18.81
3082  -8.206  -52.678 -18.79
3083  -10.915 -53.285 -10.70
3084  -11.015 -53.307 -10.52
3085  -11.436 -53.402 -9.72
3086  -11.942 -53.517 -9.61
3087  -6.898  -52.086 -20.97
3088  -6.585  -52.200 -21.23
3089  -4.856  -52.825 -21.74
3090  -2.099  -52.190 -22.23
3091  -2.140  -52.199 -22.09
3092  -2.186  -52.209 -21.96
3093  -4.202  -52.656 -21.83
3094  -4.724  -52.772 -21.82
3095  -5.148  -52.866 -21.61
3096  -3.495  -52.272 -22.47
3097  -9.642  -52.401 -13.13
3098  -7.784  -52.760 -19.63
3099  -7.803  -52.756 -19.59
3100  -8.043  -52.702 -19.09
3101  -8.068  -52.697 -19.05
3102  -8.099  -52.690 -18.99
3103  -8.150  -52.678 -18.90
3104  -8.160  -52.676 -18.88
3105  -8.172  -52.674 -18.86
3106  -8.180  -52.672 -18.84
3107  -8.187  -52.670 -18.83
3108  -8.207  -52.666 -18.79
3109  -8.325  -52.640 -18.57
3110  -8.378  -52.628 -18.46
3111  -9.653  -52.342 -13.20
3112  -6.576  -52.251 -21.23
3113  -6.961  -52.338 -20.81
3114  -8.272  -52.631 -18.68
3115  -8.341  -52.647 -18.53
3116  -11.090 -53.268 -10.41
3117  -4.226  -52.679 -21.82
3118  -11.416 -53.383 -9.76
3119  -12.270 -53.190 -9.49
3120  -12.277 -53.188 -9.48
3121  -12.303 -53.182 -9.45
3122  -12.310 -53.181 -9.44
3123  -1.935  -52.253 -22.64
3124  -1.976  -52.244 -22.53
3125  -2.013  -52.236 -22.43
3126  -2.218  -52.190 -21.91
3127  -2.271  -52.179 -21.81
3128  -8.928  -52.120 -16.50
3129  -9.656  -52.283 -13.29
3130  -12.586 -52.944 -8.70
3131  -12.666 -52.963 -8.67
3132  -2.342  -52.099 -21.80
3133  -3.558  -52.367 -22.36
3134  -3.663  -52.390 -22.22
3135  -5.437  -52.782 -21.61
3136  -3.113  -51.638 -22.06
3137  -3.191  -51.621 -22.11
3138  -4.680  -52.729 -21.85
3139  -6.408  -52.347 -21.32
3140  -6.441  -52.340 -21.31
3141  -6.484  -52.330 -21.28
3142  -6.949  -52.227 -20.86
3143  -10.052 -52.972 -12.33
3144  -0.218  -72.471 17.92
3145  0.146 -73.193 19.71
3146  0.613 -73.725 22.28
3147  -0.545  -72.322 17.65
3148  -0.484  -72.335 17.68
3149  -0.272  -72.382 17.82
3150  0.039 -73.132 19.39
3151  0.729 -74.039 22.02
3152  1.569 -66.320 -0.09
3153  1.563 -66.331 -0.08
3154  1.180 20.974  -17.47
3155  1.179 20.935  -17.40
3156  1.234 20.553  -16.48
3157  -17.418 24.205  8.64
3158  -14.108 23.431  5.03
3159  -15.651 30.335  -8.13
3160  -15.835 23.213  7.78
3161  -13.922 23.960  3.87
3162  -13.713 24.154  3.13
3163  -11.584 23.344  1.47
3164  -16.712 34.270  -10.57
3165  -17.393 35.044  -10.73
3166  -15.800 33.175  -11.26
3167  -15.947 23.229  7.92
3168  -15.613 29.852  -6.37
3169  -18.106 35.810  -9.90
3170  -16.718 34.325  -10.50
3171  -16.965 23.924  8.79
3172  -18.008 35.565  -9.96
3173  -17.504 24.732  7.82
